t,stamp,mug_elara,tablet_elara,laptop_elara,phone_elara,keys_elara,wallet_elara,book_elara,water_bottle_elara,remote_elara,charger_elara,backpack_elara,jacket_elara,headphones_elara,glasses_elara,notebook_elara,pen_elara,medication_bottle_elara,blanket_elara,towel_elara,lunchbox_elara
16140,d11 Fri 05:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16200,d11 Fri 06:00,kitchen,kitchen,bedroom,entry,entry,entry,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16260,d11 Fri 07:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
16320,d11 Fri 08:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16380,d11 Fri 09:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16440,d11 Fri 10:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16500,d11 Fri 11:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16560,d11 Fri 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16620,d11 Fri 13:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16680,d11 Fri 14:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16740,d11 Fri 15:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16800,d11 Fri 16:00,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
16860,d11 Fri 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
16920,d11 Fri 18:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
16980,d11 Fri 19:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17040,d11 Fri 20:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17100,d11 Fri 21:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17160,d11 Fri 22:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17220,d11 Fri 23:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17280,d12 Sat 00:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17340,d12 Sat 01:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17400,d12 Sat 02:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17460,d12 Sat 03:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17520,d12 Sat 04:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17580,d12 Sat 05:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen
17640,d12 Sat 06:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,entry
17700,d12 Sat 07:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen
17760,d12 Sat 08:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
17820,d12 Sat 09:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
17880,d12 Sat 10:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
17940,d12 Sat 11:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18000,d12 Sat 12:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18060,d12 Sat 13:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18120,d12 Sat 14:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18180,d12 Sat 15:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18240,d12 Sat 16:00,kitchen,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18300,d12 Sat 17:00,kitchen,bedroom,bedroom,outside,outside,outside,bedroom,outside,bedroom,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18360,d12 Sat 18:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18420,d12 Sat 19:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18480,d12 Sat 20:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18540,d12 Sat 21:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18600,d12 Sat 22:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18660,d12 Sat 23:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18720,d13 Sun 00:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18780,d13 Sun 01:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18840,d13 Sun 02:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18900,d13 Sun 03:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
18960,d13 Sun 04:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
19020,d13 Sun 05:00,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,kitchen
19080,d13 Sun 06:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19140,d13 Sun 07:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19200,d13 Sun 08:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19260,d13 Sun 09:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19320,d13 Sun 10:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19380,d13 Sun 11:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19440,d13 Sun 12:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19500,d13 Sun 13:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19560,d13 Sun 14:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19620,d13 Sun 15:00,kitchen,bedroom,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19680,d13 Sun 16:00,kitchen,living,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19740,d13 Sun 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19800,d13 Sun 18:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19860,d13 Sun 19:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19920,d13 Sun 20:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
19980,d13 Sun 21:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20040,d13 Sun 22:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20100,d13 Sun 23:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20160,d14 Mon 00:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20220,d14 Mon 01:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20280,d14 Mon 02:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20340,d14 Mon 03:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20400,d14 Mon 04:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20460,d14 Mon 05:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20520,d14 Mon 06:00,bedroom,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20580,d14 Mon 07:00,kitchen,kitchen,bedroom,bedroom,kitchen,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
20640,d14 Mon 08:00,kitchen,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
20700,d14 Mon 09:00,kitchen,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
20760,d14 Mon 10:00,kitchen,living,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
20820,d14 Mon 11:00,kitchen,living,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
20880,d14 Mon 12:00,kitchen,living,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
20940,d14 Mon 13:00,kitchen,living,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21000,d14 Mon 14:00,kitchen,living,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom
21060,d14 Mon 15:00,kitchen,living,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21120,d14 Mon 16:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21180,d14 Mon 17:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21240,d14 Mon 18:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21300,d14 Mon 19:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21360,d14 Mon 20:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21540,d14 Mon 23:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21600,d15 Tue 00:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21660,d15 Tue 01:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21720,d15 Tue 02:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21780,d15 Tue 03:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21840,d15 Tue 04:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21900,d15 Tue 05:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
21960,d15 Tue 06:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen
22020,d15 Tue 07:00,kitchen,kitchen,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen
22080,d15 Tue 08:00,kitchen,kitchen,bedroom,bedroom,kitchen,entry,entry,kitchen,entry,entry,entry,entry,entry,entry,entry,entry,bedroom,bedroom,entry,entry
22140,d15 Tue 09:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22200,d15 Tue 10:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22260,d15 Tue 11:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22320,d15 Tue 12:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22380,d15 Tue 13:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22440,d15 Tue 14:00,kitchen,kitchen,bedroom,bedroom,bedroom,entry,bedroom,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22500,d15 Tue 15:00,kitchen,kitchen,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,bedroom,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22560,d15 Tue 16:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22620,d15 Tue 17:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22680,d15 Tue 18:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22740,d15 Tue 19:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22800,d15 Tue 20:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22860,d15 Tue 21:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22920,d15 Tue 22:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
22980,d15 Tue 23:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23040,d16 Wed 00:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23100,d16 Wed 01:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23160,d16 Wed 02:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23220,d16 Wed 03:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23280,d16 Wed 04:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23340,d16 Wed 05:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23400,d16 Wed 06:00,kitchen,kitchen,bedroom,outside,outside,outside,kitchen,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,entry,kitchen
23460,d16 Wed 07:00,kitchen,kitchen,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,bathroom,kitchen
23520,d16 Wed 08:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23580,d16 Wed 09:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23640,d16 Wed 10:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23700,d16 Wed 11:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23760,d16 Wed 12:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23820,d16 Wed 13:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23880,d16 Wed 14:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
23940,d16 Wed 15:00,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24000,d16 Wed 16:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24060,d16 Wed 17:00,kitchen,kitchen,bedroom,bedroom,entry,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24120,d16 Wed 18:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24180,d16 Wed 19:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
24240,d16 Wed 20:00,kitchen,kitchen,bedroom,outside,outside,outside,bedroom,outside,living,bedroom,outside,outside,bedroom,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen
