t,stamp,mug_elara,tablet_elara,laptop_elara,phone_elara,keys_elara,wallet_elara,book_elara,water_bottle_elara,remote_elara,charger_elara,backpack_elara,jacket_elara,headphones_elara,glasses_elara,notebook_elara,pen_elara,medication_bottle_elara,blanket_elara,towel_elara,lunchbox_elara
9720,d06 Sun 18:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,couch_l1,counter_k1,couch_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,couch_l1,couch_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
9780,d06 Sun 19:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
9840,d06 Sun 20:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
9900,d06 Sun 21:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
9960,d06 Sun 22:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10020,d06 Sun 23:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10080,d07 Mon 00:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10140,d07 Mon 01:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10200,d07 Mon 02:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10260,d07 Mon 03:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10320,d07 Mon 04:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10380,d07 Mon 05:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10440,d07 Mon 06:00,sink_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,entry_table_e1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,couch_l1,bed_b1,cupboard_k1
10500,d07 Mon 07:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bed_b1,cupboard_k1
10560,d07 Mon 08:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,counter_k1,coffee_table_l1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
10620,d07 Mon 09:00,sink_k1,counter_k1,desk_b1,desk_b1,counter_k1,entry_hook_e1,coffee_table_l1,sink_k1,coffee_table_l1,nightstand_b1,desk_b1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
10680,d07 Mon 10:00,sink_k1,counter_k1,desk_b1,desk_b1,counter_k1,entry_hook_e1,coffee_table_l1,sink_k1,coffee_table_l1,nightstand_b1,desk_b1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
10740,d07 Mon 11:00,sink_k1,counter_k1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,sink_k1,coffee_table_l1,nightstand_b1,kitchen_table_k1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
10800,d07 Mon 12:00,sink_k1,counter_k1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,counter_k1
10860,d07 Mon 13:00,sink_k1,counter_k1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,counter_k1
10920,d07 Mon 14:00,sink_k1,counter_k1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
10980,d07 Mon 15:00,sink_k1,counter_k1,desk_b1,nightstand_b1,counter_k1,entry_hook_e1,coffee_table_l1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11040,d07 Mon 16:00,sink_k1,counter_k1,desk_b1,nightstand_b1,bedroom_floor_b1,entry_hook_e1,coffee_table_l1,sink_k1,bedroom_floor_b1,nightstand_b1,bedroom_floor_b1,bedroom_floor_b1,desk_b1,coffee_table_l1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11100,d07 Mon 17:00,counter_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11160,d07 Mon 18:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11220,d07 Mon 19:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11280,d07 Mon 20:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11340,d07 Mon 21:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11400,d07 Mon 22:00,sink_k1,coffee_table_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11460,d07 Mon 23:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11520,d08 Tue 00:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11580,d08 Tue 01:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11640,d08 Tue 02:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,cupboard_k1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11700,d08 Tue 03:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,bedroom_floor_b1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11760,d08 Tue 04:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,bedroom_floor_b1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11820,d08 Tue 05:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,bedroom_floor_b1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11880,d08 Tue 06:00,sink_k1,coffee_table_l1,desk_b1,sink_k1,person:resident_1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,bedroom_floor_b1,desk_b1,bed_b1,nightstand_b1,bed_b1,bathroom_shelf_ba1,cupboard_k1
11940,d08 Tue 07:00,sink_k1,counter_k1,desk_b1,sink_k1,entry_hook_e1,entry_hook_e1,coffee_table_l1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,bedroom_floor_b1,desk_b1,bed_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12000,d08 Tue 08:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12060,d08 Tue 09:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12120,d08 Tue 10:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12180,d08 Tue 11:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12240,d08 Tue 12:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12300,d08 Tue 13:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12360,d08 Tue 14:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12420,d08 Tue 15:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,towel_rack_ba1,counter_k1
12480,d08 Tue 16:00,bed_b1,counter_k1,desk_b1,bed_b1,bed_b1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,bed_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12540,d08 Tue 17:00,sink_k1,counter_k1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,bed_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12600,d08 Tue 18:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12660,d08 Tue 19:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12720,d08 Tue 20:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12780,d08 Tue 21:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12840,d08 Tue 22:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12900,d08 Tue 23:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
12960,d09 Wed 00:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13020,d09 Wed 01:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13080,d09 Wed 02:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13140,d09 Wed 03:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13200,d09 Wed 04:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13260,d09 Wed 05:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13320,d09 Wed 06:00,counter_k1,couch_l1,desk_b1,nightstand_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,desk_b1,nightstand_b1,bed_b1,bedroom_floor_b1,counter_k1
13380,d09 Wed 07:00,counter_k1,couch_l1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,nightstand_b1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,desk_b1,counter_k1,counter_k1,nightstand_b1,bed_b1,bathroom_shelf_ba1,counter_k1
13440,d09 Wed 08:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,desk_b1,nightstand_b1,counter_k1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13500,d09 Wed 09:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13560,d09 Wed 10:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13620,d09 Wed 11:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13680,d09 Wed 12:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13740,d09 Wed 13:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13800,d09 Wed 14:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13860,d09 Wed 15:00,counter_k1,bedroom_floor_b1,desk_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13920,d09 Wed 16:00,bed_b1,bedroom_floor_b1,desk_b1,bed_b1,bed_b1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,bed_b1,entry_hook_e1,entry_hook_e1,desk_b1,nightstand_b1,nightstand_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
13980,d09 Wed 17:00,counter_k1,bedroom_floor_b1,desk_b1,bedroom_floor_b1,entry_hook_e1,entry_hook_e1,nightstand_b1,sink_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,entry_hook_e1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14040,d09 Wed 18:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14100,d09 Wed 19:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14160,d09 Wed 20:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14220,d09 Wed 21:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14280,d09 Wed 22:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14340,d09 Wed 23:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14400,d10 Thu 00:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14460,d10 Thu 01:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14520,d10 Thu 02:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
14580,d10 Thu 03:00,counter_k1,coffee_table_l1,desk_b1,bedroom_floor_b1,person:resident_1,entry_hook_e1,nightstand_b1,counter_k1,bedroom_floor_b1,nightstand_b1,entry_hook_e1,person:resident_1,desk_b1,desk_b1,desk_b1,nightstand_b1,nightstand_b1,bed_b1,towel_rack_ba1,cupboard_k1
