t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,jacket_mara,umbrella_mara,laptop_leo,phone_leo,keys_leo,wallet_leo,backpack_leo,headphones_leo,gaming_controller_leo,charger_leo,mug_leo,bowl_leo,jacket_leo,notebook_leo,phone_sofia,keys_sofia,wallet_sofia,backpack_sofia,lunchbox_sofia,water_bottle_sofia,charger_sofia,jacket_sofia,hairbrush_sofia,makeup_kit_sofia,medication_bottle_sofia,book_sofia,remote_1,blanket_1,plate_1,plate_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1
18900,d13 Sun 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
18960,d13 Sun 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19020,d13 Sun 05:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19080,d13 Sun 06:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19140,d13 Sun 07:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19200,d13 Sun 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19260,d13 Sun 09:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19320,d13 Sun 10:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19380,d13 Sun 11:00,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,kitchen,outside,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19440,d13 Sun 12:00,kitchen,bedroom_1,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,outside,entry,outside,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19500,d13 Sun 13:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,living,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
19560,d13 Sun 14:00,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,living,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,entry
19620,d13 Sun 15:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
19680,d13 Sun 16:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
19740,d13 Sun 17:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
19800,d13 Sun 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
19860,d13 Sun 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
19920,d13 Sun 20:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
19980,d13 Sun 21:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20040,d13 Sun 22:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20100,d13 Sun 23:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20160,d14 Mon 00:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20220,d14 Mon 01:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20280,d14 Mon 02:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20340,d14 Mon 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20400,d14 Mon 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20460,d14 Mon 05:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20520,d14 Mon 06:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bedroom_3,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20580,d14 Mon 07:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20640,d14 Mon 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,living,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,outside,living,outside,entry,outside,living,living,outside,living,living,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21180,d14 Mon 17:00,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,kitchen,living,living,living,kitchen,kitchen,kitchen,bedroom_1,entry
21240,d14 Mon 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21300,d14 Mon 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21360,d14 Mon 20:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21420,d14 Mon 21:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21480,d14 Mon 22:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21540,d14 Mon 23:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21600,d15 Tue 00:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21660,d15 Tue 01:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21720,d15 Tue 02:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21780,d15 Tue 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21840,d15 Tue 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21900,d15 Tue 05:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
21960,d15 Tue 06:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22020,d15 Tue 07:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22080,d15 Tue 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22560,d15 Tue 16:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,entry,outside,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22620,d15 Tue 17:00,bedroom_1,outside,outside,outside,outside,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22680,d15 Tue 18:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22740,d15 Tue 19:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
