t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
17880,d12 Sat 10:00,kitchen_table_k1,bed_b1,dish_rack_k1,entry_table_e1,dish_rack_k1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,cupboard_k1,kitchen_table_k1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,kitchen_table_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
17940,d12 Sat 11:00,kitchen_table_k1,bed_b1,dish_rack_k1,entry_table_e1,dish_rack_k1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,counter_k1,counter_k1,cupboard_k1,kitchen_table_k1,coffee_table_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,kitchen_table_k1,counter_k1,person:resident_1,person:resident_1,kitchen_table_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18000,d12 Sat 12:00,kitchen_table_k1,bed_b1,dish_rack_k1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,person:resident_1,kitchen_table_k1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18060,d12 Sat 13:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,person:resident_1,couch_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18120,d12 Sat 14:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18180,d12 Sat 15:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18240,d12 Sat 16:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18300,d12 Sat 17:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,counter_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18360,d12 Sat 18:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18420,d12 Sat 19:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
18480,d12 Sat 20:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
18540,d12 Sat 21:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
18600,d12 Sat 22:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
18660,d12 Sat 23:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
18720,d13 Sun 00:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
18780,d13 Sun 01:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
18840,d13 Sun 02:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
18900,d13 Sun 03:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
18960,d13 Sun 04:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
19020,d13 Sun 05:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
19080,d13 Sun 06:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
19140,d13 Sun 07:00,kitchen_table_k1,bed_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,counter_k1,nightstand_b1,kitchen_table_k1,chair_k2,kitchen_table_k1,dish_rack_k1,cupboard_k1,entry_floor_e1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,nightstand_b1,bedroom_floor_b1,couch_l1
19200,d13 Sun 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,kitchen_table_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,person:resident_1,person:resident_1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,person:resident_1,counter_k1,person:resident_1,couch_l1
19260,d13 Sun 09:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,counter_k1,bookshelf_l1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19320,d13 Sun 10:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,dish_rack_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,counter_k1,entry_floor_e1,kitchen_table_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,sink_k1,counter_k1,bookshelf_l1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19380,d13 Sun 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,chair_k2,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,person:resident_1,person:resident_1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,person:resident_1,counter_k1,person:resident_1,couch_l1
19440,d13 Sun 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,chair_k2,person:resident_1,person:resident_1,counter_k1,person:resident_1,person:resident_1,person:resident_1,dish_rack_k1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,person:resident_1,coffee_table_l1,couch_l1,person:resident_1,person:resident_1,person:resident_1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,person:resident_1,counter_k1,person:resident_1,couch_l1
19500,d13 Sun 13:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,counter_k1,towel_rack_ba1,couch_l1,cupboard_k1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19560,d13 Sun 14:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19620,d13 Sun 15:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19680,d13 Sun 16:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19740,d13 Sun 17:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19800,d13 Sun 18:00,kitchen_table_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19860,d13 Sun 19:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19920,d13 Sun 20:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,dish_rack_k1,bathroom_shelf_ba1,counter_k1,bedroom_floor_b1,couch_l1
19980,d13 Sun 21:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,bathroom_shelf_ba1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20040,d13 Sun 22:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20100,d13 Sun 23:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20160,d14 Mon 00:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20220,d14 Mon 01:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20280,d14 Mon 02:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20340,d14 Mon 03:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20400,d14 Mon 04:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
20460,d14 Mon 05:00,counter_k1,nightstand_b1,entry_table_e1,entry_table_e1,entry_hook_e1,entry_hook_e1,kitchen_table_k1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,counter_k1,entry_floor_e1,coffee_table_l1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,sink_k1,person:resident_1,coffee_table_l1,coffee_table_l1,couch_l1,couch_l1,towel_rack_ba1,bedroom_floor_b1,entry_floor_e1,sink_k1,kitchen_table_k1,nightstand_b1,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b1,couch_l1
