t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,jacket_mara,headphones_mara,glasses_mara,charger_mara,notebook_mara,pen_mara,lunchbox_mara,water_bottle_mara,umbrella_mara,mug_mara,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,book_mara,tablet_mara,remote_shared_1,blanket_mara,yoga_mat_mara,towel_mara,laundry_basket_mara,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,hairbrush_mara,makeup_kit_mara,medication_bottle_mara,suitcase_mara,watering_can_mara
20100,d13 Sun 23:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20160,d14 Mon 00:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20220,d14 Mon 01:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20280,d14 Mon 02:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20340,d14 Mon 03:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20400,d14 Mon 04:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20460,d14 Mon 05:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
20520,d14 Mon 06:00,kitchen,bedroom,entry,entry,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
20580,d14 Mon 07:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
20640,d14 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
21120,d14 Mon 16:00,kitchen,kitchen,entry,entry,entry,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
21180,d14 Mon 17:00,kitchen,kitchen,entry,entry,entry,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
21240,d14 Mon 18:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
21300,d14 Mon 19:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
21360,d14 Mon 20:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
21420,d14 Mon 21:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bathroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21480,d14 Mon 22:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bathroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21540,d14 Mon 23:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bathroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21600,d15 Tue 00:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21660,d15 Tue 01:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21720,d15 Tue 02:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21780,d15 Tue 03:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21840,d15 Tue 04:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
21900,d15 Tue 05:00,kitchen,kitchen,entry,entry,entry,entry,entry,living,bedroom,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,kitchen,bathroom,bedroom,living
21960,d15 Tue 06:00,kitchen,bedroom,entry,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
22020,d15 Tue 07:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22080,d15 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22560,d15 Tue 16:00,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,kitchen,outside,living
22620,d15 Tue 17:00,bedroom,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
22680,d15 Tue 18:00,bedroom,entry,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
22740,d15 Tue 19:00,bedroom,entry,bathroom,bathroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bathroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
22800,d15 Tue 20:00,bedroom,entry,bathroom,bathroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,bathroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,kitchen,bedroom,living
22860,d15 Tue 21:00,bedroom,entry,bathroom,bathroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
22920,d15 Tue 22:00,bedroom,entry,bathroom,bathroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
22980,d15 Tue 23:00,bedroom,entry,bathroom,bathroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bathroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23040,d16 Wed 00:00,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23100,d16 Wed 01:00,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23160,d16 Wed 02:00,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23220,d16 Wed 03:00,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23280,d16 Wed 04:00,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23340,d16 Wed 05:00,bedroom,entry,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
23400,d16 Wed 06:00,bedroom,bedroom,kitchen,kitchen,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,kitchen,bathroom,bedroom,living
23460,d16 Wed 07:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23520,d16 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,living,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23820,d16 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,living,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23880,d16 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,living,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
23940,d16 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,living,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
24000,d16 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,living,outside,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
24060,d16 Wed 17:00,kitchen,entry,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
24120,d16 Wed 18:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
24180,d16 Wed 19:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
24240,d16 Wed 20:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
24300,d16 Wed 21:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24360,d16 Wed 22:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24420,d16 Wed 23:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24480,d17 Thu 00:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bathroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24540,d17 Thu 01:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24600,d17 Thu 02:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24660,d17 Thu 03:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24720,d17 Thu 04:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24780,d17 Thu 05:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,bedroom,entry,kitchen,kitchen,bedroom,bathroom,bathroom,bedroom,living
24840,d17 Thu 06:00,kitchen,bedroom,entry,entry,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
24900,d17 Thu 07:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
24960,d17 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25020,d17 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25080,d17 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25140,d17 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25200,d17 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25260,d17 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25320,d17 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25380,d17 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25440,d17 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,living,living,outside,outside,outside,entry,kitchen,kitchen,bathroom,outside,bathroom,outside,living
25500,d17 Thu 17:00,kitchen,bathroom,entry,entry,entry,entry,bathroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,living,living,living,bathroom,bedroom,entry,kitchen,kitchen,bathroom,bathroom,bathroom,bedroom,living
