t,stamp,laptop_elias,phone_elias,keys_elias,wallet_elias,backpack_elias,jacket_elias,mug_elias,notebook_elias,pen_elias,water_bottle_elias,yoga_mat_elias,book_elias,glasses_elias,charger_elias,blanket_elias,towel_elias,hairbrush_elias,laundry_basket_elias,vacuum_cleaner_elias,pot_elias
16500,d11 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16560,d11 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16620,d11 Fri 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16680,d11 Fri 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16740,d11 Fri 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16800,d11 Fri 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16860,d11 Fri 17:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16920,d11 Fri 18:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
16980,d11 Fri 19:00,bedroom,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17040,d11 Fri 20:00,bedroom,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17100,d11 Fri 21:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17160,d11 Fri 22:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17220,d11 Fri 23:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17280,d12 Sat 00:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17340,d12 Sat 01:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17400,d12 Sat 02:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17460,d12 Sat 03:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17520,d12 Sat 04:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17580,d12 Sat 05:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17640,d12 Sat 06:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
17700,d12 Sat 07:00,kitchen,bedroom,bedroom,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen
17760,d12 Sat 08:00,bedroom,bedroom,kitchen,bedroom,kitchen,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
17820,d12 Sat 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
17880,d12 Sat 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
17940,d12 Sat 11:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18000,d12 Sat 12:00,bedroom,bedroom,entry,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18060,d12 Sat 13:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18120,d12 Sat 14:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18180,d12 Sat 15:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18240,d12 Sat 16:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18300,d12 Sat 17:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18360,d12 Sat 18:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18420,d12 Sat 19:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18480,d12 Sat 20:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,kitchen,bedroom,bedroom,kitchen
18540,d12 Sat 21:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18600,d12 Sat 22:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18660,d12 Sat 23:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18720,d13 Sun 00:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18780,d13 Sun 01:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18840,d13 Sun 02:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18900,d13 Sun 03:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
18960,d13 Sun 04:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
19020,d13 Sun 05:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
19080,d13 Sun 06:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
19140,d13 Sun 07:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
19200,d13 Sun 08:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19260,d13 Sun 09:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen
19320,d13 Sun 10:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,kitchen,kitchen
19380,d13 Sun 11:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19440,d13 Sun 12:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19500,d13 Sun 13:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19560,d13 Sun 14:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19620,d13 Sun 15:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19680,d13 Sun 16:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19740,d13 Sun 17:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19800,d13 Sun 18:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19860,d13 Sun 19:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19920,d13 Sun 20:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
19980,d13 Sun 21:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
20040,d13 Sun 22:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20100,d13 Sun 23:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20160,d14 Mon 00:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20220,d14 Mon 01:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20280,d14 Mon 02:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20340,d14 Mon 03:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20400,d14 Mon 04:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20460,d14 Mon 05:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20520,d14 Mon 06:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20580,d14 Mon 07:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20640,d14 Mon 08:00,bedroom,kitchen,entry,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21180,d14 Mon 17:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21240,d14 Mon 18:00,bedroom,kitchen,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21300,d14 Mon 19:00,bedroom,living,living,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21360,d14 Mon 20:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21420,d14 Mon 21:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21480,d14 Mon 22:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21540,d14 Mon 23:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21600,d15 Tue 00:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21660,d15 Tue 01:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21720,d15 Tue 02:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21780,d15 Tue 03:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21840,d15 Tue 04:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21900,d15 Tue 05:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
21960,d15 Tue 06:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22020,d15 Tue 07:00,bedroom,bedroom,bedroom,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen
22080,d15 Tue 08:00,bedroom,kitchen,kitchen,entry,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,kitchen
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22560,d15 Tue 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22620,d15 Tue 17:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22680,d15 Tue 18:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,living,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22740,d15 Tue 19:00,living,bedroom,entry,living,entry,entry,kitchen,living,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22800,d15 Tue 20:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22860,d15 Tue 21:00,bathroom,bedroom,entry,bathroom,entry,entry,kitchen,bathroom,bedroom,bedroom,bathroom,bathroom,bedroom,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22920,d15 Tue 22:00,bathroom,bedroom,entry,bathroom,entry,entry,kitchen,bathroom,bedroom,bedroom,bathroom,bathroom,bedroom,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
22980,d15 Tue 23:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23040,d16 Wed 00:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23100,d16 Wed 01:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23160,d16 Wed 02:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23220,d16 Wed 03:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23280,d16 Wed 04:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23340,d16 Wed 05:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23400,d16 Wed 06:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23460,d16 Wed 07:00,bedroom,bedroom,entry,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23520,d16 Wed 08:00,kitchen,bedroom,entry,kitchen,entry,entry,kitchen,kitchen,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23820,d16 Wed 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23880,d16 Wed 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
23940,d16 Wed 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24000,d16 Wed 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24060,d16 Wed 17:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom,outside,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24120,d16 Wed 18:00,bedroom,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,kitchen,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24180,d16 Wed 19:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24240,d16 Wed 20:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24300,d16 Wed 21:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24360,d16 Wed 22:00,bedroom,bathroom,bathroom,bathroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bathroom,bathroom,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24420,d16 Wed 23:00,bedroom,bathroom,bathroom,bathroom,entry,entry,kitchen,bedroom,bedroom,bedroom,bathroom,bathroom,bathroom,bathroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24480,d17 Thu 00:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24540,d17 Thu 01:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
24600,d17 Thu 02:00,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen
