t,stamp,mug_1,mug_2,bowl_1,plate_1,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,water_bottle_1,remote_1,charger_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
12180,d08 Tue 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12240,d08 Tue 12:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12300,d08 Tue 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,outside,kitchen
12360,d08 Tue 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
12420,d08 Tue 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
12480,d08 Tue 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
12540,d08 Tue 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12600,d08 Tue 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12660,d08 Tue 19:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_1,living,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12720,d08 Tue 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12780,d08 Tue 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,living,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
12840,d08 Tue 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
12900,d08 Tue 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
12960,d09 Wed 00:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
13020,d09 Wed 01:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
13080,d09 Wed 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
13140,d09 Wed 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
13200,d09 Wed 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
13260,d09 Wed 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
13320,d09 Wed 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
13380,d09 Wed 07:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
13440,d09 Wed 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,outside,kitchen
13500,d09 Wed 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
13560,d09 Wed 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
13620,d09 Wed 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
13680,d09 Wed 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
13740,d09 Wed 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
13800,d09 Wed 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
13980,d09 Wed 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
14160,d09 Wed 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14220,d09 Wed 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14280,d09 Wed 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14340,d09 Wed 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
14400,d10 Thu 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14460,d10 Thu 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14520,d10 Thu 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14580,d10 Thu 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14640,d10 Thu 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14700,d10 Thu 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14760,d10 Thu 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14820,d10 Thu 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
14940,d10 Thu 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15000,d10 Thu 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15060,d10 Thu 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15120,d10 Thu 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15180,d10 Thu 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15240,d10 Thu 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15300,d10 Thu 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,entry,kitchen
15360,d10 Thu 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15420,d10 Thu 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15480,d10 Thu 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15540,d10 Thu 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15600,d10 Thu 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
15660,d10 Thu 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15720,d10 Thu 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
15780,d10 Thu 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
15840,d11 Fri 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
15900,d11 Fri 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
15960,d11 Fri 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16020,d11 Fri 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16080,d11 Fri 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16140,d11 Fri 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16200,d11 Fri 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16260,d11 Fri 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16380,d11 Fri 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16440,d11 Fri 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16500,d11 Fri 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
16620,d11 Fri 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
16680,d11 Fri 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,kitchen,kitchen
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
16980,d11 Fri 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
17040,d11 Fri 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
17100,d11 Fri 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,living,kitchen,bedroom_2,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen
17160,d11 Fri 22:00,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
17220,d11 Fri 23:00,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
17280,d12 Sat 00:00,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
17340,d12 Sat 01:00,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
17400,d12 Sat 02:00,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
17460,d12 Sat 03:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17520,d12 Sat 04:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17580,d12 Sat 05:00,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,living,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17640,d12 Sat 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17700,d12 Sat 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17760,d12 Sat 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17820,d12 Sat 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
17880,d12 Sat 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
17940,d12 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
18000,d12 Sat 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
18060,d12 Sat 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen
18120,d12 Sat 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen
18180,d12 Sat 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
18240,d12 Sat 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen
18300,d12 Sat 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,living,bedroom_1,entry,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,entry,kitchen
18360,d12 Sat 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,kitchen,kitchen
