t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,backpack_marie,lunchbox_marie,water_bottle_marie,jacket_marie,headphones_marie,glasses_marie,charger_marie,notebook_marie,pen_marie,book_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,remote_shared_1,blanket_marie,towel_marie,laundry_basket_marie,medication_bottle_marie,hairbrush_marie,makeup_kit_marie,umbrella_marie,suitcase_marie,watering_can_marie,yoga_mat_marie
11520,d08 Tue 00:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11580,d08 Tue 01:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11640,d08 Tue 02:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11700,d08 Tue 03:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11760,d08 Tue 04:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11820,d08 Tue 05:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11880,d08 Tue 06:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
11940,d08 Tue 07:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
12000,d08 Tue 08:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
12060,d08 Tue 09:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,kitchen,entry,bedroom,kitchen,living
12120,d08 Tue 10:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12180,d08 Tue 11:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12240,d08 Tue 12:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12300,d08 Tue 13:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12360,d08 Tue 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12420,d08 Tue 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12480,d08 Tue 16:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12540,d08 Tue 17:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,kitchen,entry,bedroom,kitchen,living
12600,d08 Tue 18:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
12660,d08 Tue 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
12720,d08 Tue 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
12780,d08 Tue 21:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
12840,d08 Tue 22:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
12900,d08 Tue 23:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
12960,d09 Wed 00:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13020,d09 Wed 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13080,d09 Wed 02:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13140,d09 Wed 03:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13200,d09 Wed 04:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13260,d09 Wed 05:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13320,d09 Wed 06:00,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
13380,d09 Wed 07:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,kitchen,bathroom,entry,bedroom,kitchen,living
13440,d09 Wed 08:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13500,d09 Wed 09:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13560,d09 Wed 10:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13620,d09 Wed 11:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13680,d09 Wed 12:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13740,d09 Wed 13:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13800,d09 Wed 14:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13860,d09 Wed 15:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13920,d09 Wed 16:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
13980,d09 Wed 17:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
14040,d09 Wed 18:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
14100,d09 Wed 19:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,bedroom
14160,d09 Wed 20:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,bedroom
14220,d09 Wed 21:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,bedroom
14280,d09 Wed 22:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,bedroom
14340,d09 Wed 23:00,bedroom,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,bedroom
14400,d10 Thu 00:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
14460,d10 Thu 01:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
14520,d10 Thu 02:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
14580,d10 Thu 03:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
14640,d10 Thu 04:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
14700,d10 Thu 05:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
14760,d10 Thu 06:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
14820,d10 Thu 07:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
14880,d10 Thu 08:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
14940,d10 Thu 09:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15000,d10 Thu 10:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15060,d10 Thu 11:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15120,d10 Thu 12:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15180,d10 Thu 13:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15240,d10 Thu 14:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15300,d10 Thu 15:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15360,d10 Thu 16:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15420,d10 Thu 17:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
15480,d10 Thu 18:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
15540,d10 Thu 19:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
15600,d10 Thu 20:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
15660,d10 Thu 21:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
15720,d10 Thu 22:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
15780,d10 Thu 23:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
15840,d11 Fri 00:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
15900,d11 Fri 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
15960,d11 Fri 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
16020,d11 Fri 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
16080,d11 Fri 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
16140,d11 Fri 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
16200,d11 Fri 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
16260,d11 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16380,d11 Fri 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16440,d11 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16500,d11 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16620,d11 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16680,d11 Fri 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,kitchen,bathroom,entry,bedroom,kitchen,living
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,kitchen,bathroom,entry,bedroom,kitchen,living
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
16980,d11 Fri 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17040,d11 Fri 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17100,d11 Fri 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17160,d11 Fri 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17220,d11 Fri 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17280,d12 Sat 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
17340,d12 Sat 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
