t,stamp,bowl_1,bowl_2,plate_1,mug_1,mug_2,phone_marisol,charger_1,keys_marisol,wallet_marisol,water_bottle_1,book_1,headphones_1,medication_bottle_1,blanket_1,jacket_marisol,remote_1,umbrella_1
21660,d15 Tue 01:00,entry,kitchen,kitchen,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
21720,d15 Tue 02:00,entry,kitchen,kitchen,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
21780,d15 Tue 03:00,entry,kitchen,kitchen,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
21840,d15 Tue 04:00,entry,kitchen,kitchen,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
21900,d15 Tue 05:00,entry,kitchen,kitchen,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
21960,d15 Tue 06:00,entry,kitchen,kitchen,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
22020,d15 Tue 07:00,entry,kitchen,kitchen,living,kitchen,entry,kitchen,outside,outside,outside,bedroom,living,bedroom,bedroom,outside,living,entry
22080,d15 Tue 08:00,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,bedroom,living,bedroom,bedroom,kitchen,living,entry
22140,d15 Tue 09:00,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22200,d15 Tue 10:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22260,d15 Tue 11:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22320,d15 Tue 12:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22380,d15 Tue 13:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22440,d15 Tue 14:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22500,d15 Tue 15:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22560,d15 Tue 16:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22620,d15 Tue 17:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22680,d15 Tue 18:00,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,entry,bathroom,bedroom,living,bedroom,living,kitchen,living,entry
22740,d15 Tue 19:00,entry,living,kitchen,living,kitchen,outside,kitchen,outside,outside,bathroom,bedroom,kitchen,bedroom,living,outside,living,entry
22800,d15 Tue 20:00,entry,living,kitchen,living,kitchen,outside,kitchen,outside,outside,bathroom,bedroom,kitchen,bedroom,living,outside,living,entry
22860,d15 Tue 21:00,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,entry,bathroom,bedroom,kitchen,bedroom,living,kitchen,living,entry
22920,d15 Tue 22:00,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,entry,bathroom,bedroom,kitchen,bedroom,living,kitchen,living,entry
22980,d15 Tue 23:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23040,d16 Wed 00:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23100,d16 Wed 01:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23160,d16 Wed 02:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23220,d16 Wed 03:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23280,d16 Wed 04:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23340,d16 Wed 05:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23400,d16 Wed 06:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23460,d16 Wed 07:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23520,d16 Wed 08:00,entry,living,kitchen,living,kitchen,kitchen,kitchen,outside,outside,outside,living,living,bedroom,living,outside,living,outside
23580,d16 Wed 09:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,living,living,living,bedroom,living,entry,living,entry
23640,d16 Wed 10:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
23700,d16 Wed 11:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
23760,d16 Wed 12:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
23820,d16 Wed 13:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
23880,d16 Wed 14:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
23940,d16 Wed 15:00,entry,living,living,living,kitchen,living,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
24000,d16 Wed 16:00,entry,living,living,living,kitchen,living,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
24060,d16 Wed 17:00,entry,living,living,living,kitchen,living,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
24120,d16 Wed 18:00,entry,living,living,living,kitchen,living,kitchen,entry,entry,living,bedroom,kitchen,bedroom,living,entry,living,entry
24180,d16 Wed 19:00,entry,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,entry,living,entry
24240,d16 Wed 20:00,entry,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,entry,living,entry
24300,d16 Wed 21:00,entry,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom,living,bedroom,living,entry,living,entry
24360,d16 Wed 22:00,entry,living,living,kitchen,kitchen,entry,kitchen,entry,entry,living,bedroom,living,bedroom,living,entry,living,entry
24420,d16 Wed 23:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24480,d17 Thu 00:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24540,d17 Thu 01:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24600,d17 Thu 02:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24660,d17 Thu 03:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24720,d17 Thu 04:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24780,d17 Thu 05:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24840,d17 Thu 06:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24900,d17 Thu 07:00,entry,living,living,kitchen,kitchen,outside,kitchen,outside,outside,outside,bedroom,living,bedroom,living,outside,living,entry
24960,d17 Thu 08:00,entry,living,living,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
25020,d17 Thu 09:00,entry,living,living,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,kitchen,living,entry
25080,d17 Thu 10:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25140,d17 Thu 11:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25200,d17 Thu 12:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25260,d17 Thu 13:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25320,d17 Thu 14:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25380,d17 Thu 15:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25440,d17 Thu 16:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25500,d17 Thu 17:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25560,d17 Thu 18:00,entry,living,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25620,d17 Thu 19:00,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25680,d17 Thu 20:00,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25740,d17 Thu 21:00,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,living,entry
25800,d17 Thu 22:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,bathroom,bedroom,bedroom,entry,living,entry
25860,d17 Thu 23:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
25920,d18 Fri 00:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
25980,d18 Fri 01:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26040,d18 Fri 02:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26100,d18 Fri 03:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26160,d18 Fri 04:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26220,d18 Fri 05:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26280,d18 Fri 06:00,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26340,d18 Fri 07:00,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,outside,outside,outside,living,bathroom,bedroom,bedroom,outside,living,entry
26400,d18 Fri 08:00,entry,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,entry,kitchen,living,bathroom,bedroom,bedroom,kitchen,living,entry
26460,d18 Fri 09:00,entry,kitchen,living,living,kitchen,bedroom,kitchen,kitchen,entry,kitchen,living,bathroom,bedroom,living,kitchen,living,entry
26520,d18 Fri 10:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26580,d18 Fri 11:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26640,d18 Fri 12:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26700,d18 Fri 13:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26760,d18 Fri 14:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26820,d18 Fri 15:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26880,d18 Fri 16:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
26940,d18 Fri 17:00,entry,living,living,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
27000,d18 Fri 18:00,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
27060,d18 Fri 19:00,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
27120,d18 Fri 20:00,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
27180,d18 Fri 21:00,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
27240,d18 Fri 22:00,entry,kitchen,living,living,kitchen,entry,kitchen,kitchen,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
27300,d18 Fri 23:00,entry,kitchen,living,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27360,d19 Sat 00:00,entry,kitchen,living,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27420,d19 Sat 01:00,entry,kitchen,living,living,kitchen,outside,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27480,d19 Sat 02:00,entry,kitchen,living,living,kitchen,living,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27540,d19 Sat 03:00,entry,kitchen,living,living,kitchen,living,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27600,d19 Sat 04:00,entry,kitchen,living,living,kitchen,living,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27660,d19 Sat 05:00,entry,kitchen,living,living,kitchen,living,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27720,d19 Sat 06:00,entry,kitchen,living,living,kitchen,living,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27780,d19 Sat 07:00,entry,kitchen,living,living,kitchen,living,kitchen,outside,outside,outside,bedroom,kitchen,bedroom,living,outside,living,outside
27840,d19 Sat 08:00,entry,kitchen,living,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,kitchen,living,entry
27900,d19 Sat 09:00,entry,kitchen,living,living,kitchen,living,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,kitchen,living,entry
27960,d19 Sat 10:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28020,d19 Sat 11:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28080,d19 Sat 12:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28140,d19 Sat 13:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28200,d19 Sat 14:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28260,d19 Sat 15:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28320,d19 Sat 16:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28380,d19 Sat 17:00,entry,kitchen,living,living,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,kitchen,living,entry
28440,d19 Sat 18:00,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,entry,living,entry
28500,d19 Sat 19:00,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,entry,living,entry
28560,d19 Sat 20:00,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,entry,living,entry
28620,d19 Sat 21:00,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,entry,living,entry
28680,d19 Sat 22:00,entry,living,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,bedroom,living,bedroom,bedroom,entry,living,entry
28740,d19 Sat 23:00,entry,living,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,kitchen,bedroom,living,bedroom,bedroom,outside,living,entry
28800,d20 Sun 00:00,entry,living,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,kitchen,bedroom,living,bedroom,bedroom,outside,living,entry
28860,d20 Sun 01:00,entry,living,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,kitchen,bedroom,living,bedroom,bedroom,outside,living,entry
28920,d20 Sun 02:00,entry,living,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,kitchen,bedroom,living,bedroom,bedroom,outside,living,entry
28980,d20 Sun 03:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29040,d20 Sun 04:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29100,d20 Sun 05:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29160,d20 Sun 06:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29220,d20 Sun 07:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29280,d20 Sun 08:00,entry,living,kitchen,kitchen,kitchen,living,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29340,d20 Sun 09:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,bedroom,living,entry,living,entry
29400,d20 Sun 10:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29460,d20 Sun 11:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29520,d20 Sun 12:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29580,d20 Sun 13:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29640,d20 Sun 14:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29700,d20 Sun 15:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29760,d20 Sun 16:00,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,living,living,bedroom,living,entry,living,entry
29820,d20 Sun 17:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
29880,d20 Sun 18:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
29940,d20 Sun 19:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,kitchen,bedroom,living,entry,living,entry
30000,d20 Sun 20:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
30060,d20 Sun 21:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
30120,d20 Sun 22:00,entry,kitchen,kitchen,kitchen,living,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
30180,d20 Sun 23:00,entry,kitchen,kitchen,kitchen,living,living,kitchen,entry,entry,bathroom,bedroom,kitchen,bedroom,living,entry,living,entry
