t,stamp,phone_marisol,keys_marisol,wallet_marisol,laptop_marisol,mug_marisol,water_bottle_marisol,jacket_marisol,book_marisol,glasses_marisol,medication_bottle_marisol,hairbrush_marisol,yoga_mat_marisol,phone_nia,backpack_nia,tablet_nia,notebook_nia,headphones_nia,water_bottle_nia,lunchbox_nia,blanket_nia,phone_tessa,keys_tessa,wallet_tessa,backpack_tessa,laptop_tessa,charger_tessa,water_bottle_tessa,jacket_tessa,towel_tessa,makeup_kit_tessa,remote_1,gaming_controller_1,laundry_basket_1,vacuum_cleaner_1,pot_1,pan_1,umbrella_1
19620,d13 Sun 15:00,outside,outside,outside,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
19680,d13 Sun 16:00,outside,outside,outside,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
19740,d13 Sun 17:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
19800,d13 Sun 18:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
19860,d13 Sun 19:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
19920,d13 Sun 20:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
19980,d13 Sun 21:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20040,d13 Sun 22:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_2,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20100,d13 Sun 23:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_2,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20160,d14 Mon 00:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20220,d14 Mon 01:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20280,d14 Mon 02:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20340,d14 Mon 03:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20400,d14 Mon 04:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20460,d14 Mon 05:00,entry,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20520,d14 Mon 06:00,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20580,d14 Mon 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20640,d14 Mon 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
20700,d14 Mon 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,living,kitchen,living,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
20760,d14 Mon 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
20820,d14 Mon 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
20880,d14 Mon 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
20940,d14 Mon 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21000,d14 Mon 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21060,d14 Mon 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21120,d14 Mon 16:00,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21180,d14 Mon 17:00,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21240,d14 Mon 18:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21300,d14 Mon 19:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21360,d14 Mon 20:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21420,d14 Mon 21:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
21480,d14 Mon 22:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21540,d14 Mon 23:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21600,d15 Tue 00:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21660,d15 Tue 01:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21720,d15 Tue 02:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21780,d15 Tue 03:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21840,d15 Tue 04:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21900,d15 Tue 05:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
21960,d15 Tue 06:00,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22020,d15 Tue 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
22080,d15 Tue 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
22140,d15 Tue 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
22200,d15 Tue 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,kitchen,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22260,d15 Tue 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,kitchen,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22320,d15 Tue 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,kitchen,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22380,d15 Tue 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,kitchen,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22440,d15 Tue 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,kitchen,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22500,d15 Tue 15:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,kitchen,outside,outside,living,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22560,d15 Tue 16:00,outside,outside,outside,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,outside,bathroom,bathroom,outside,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22620,d15 Tue 17:00,outside,outside,outside,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,outside,bathroom,bathroom,outside,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22680,d15 Tue 18:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22740,d15 Tue 19:00,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22800,d15 Tue 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22860,d15 Tue 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22920,d15 Tue 22:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
22980,d15 Tue 23:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23040,d16 Wed 00:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23100,d16 Wed 01:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23160,d16 Wed 02:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23220,d16 Wed 03:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23280,d16 Wed 04:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23340,d16 Wed 05:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23400,d16 Wed 06:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
23460,d16 Wed 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23520,d16 Wed 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23580,d16 Wed 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23640,d16 Wed 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23700,d16 Wed 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23760,d16 Wed 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23820,d16 Wed 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
23880,d16 Wed 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
