t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
12960,d09 Wed 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13020,d09 Wed 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13080,d09 Wed 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13140,d09 Wed 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13200,d09 Wed 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13260,d09 Wed 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13320,d09 Wed 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13380,d09 Wed 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
13440,d09 Wed 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13500,d09 Wed 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13560,d09 Wed 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13620,d09 Wed 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13680,d09 Wed 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13740,d09 Wed 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13800,d09 Wed 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,entry,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living
13980,d09 Wed 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
14160,d09 Wed 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
14220,d09 Wed 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
14280,d09 Wed 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
14340,d09 Wed 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14400,d10 Thu 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14460,d10 Thu 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14520,d10 Thu 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14580,d10 Thu 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14640,d10 Thu 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14700,d10 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14760,d10 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14820,d10 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,living,living,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,bathroom
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,living,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
14940,d10 Thu 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,living,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15000,d10 Thu 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,living,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15060,d10 Thu 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,living,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15120,d10 Thu 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,living,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15180,d10 Thu 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15240,d10 Thu 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15300,d10 Thu 15:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,living,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,outside,outside
15360,d10 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,living,outside,living,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,outside,entry,outside
15420,d10 Thu 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
15480,d10 Thu 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
15540,d10 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
15600,d10 Thu 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen
15660,d10 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,living,kitchen,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen
15720,d10 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen
15780,d10 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
15840,d11 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
15900,d11 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
15960,d11 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
16020,d11 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
16080,d11 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
16140,d11 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
16200,d11 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_2
16260,d11 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,kitchen
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16380,d11 Fri 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16440,d11 Fri 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16500,d11 Fri 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16620,d11 Fri 13:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16680,d11 Fri 14:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,living,kitchen,bedroom_3,outside,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,outside,outside
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,entry,kitchen,living,bedroom_1,outside,living,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,outside,entry,outside
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
16980,d11 Fri 19:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,kitchen
17040,d11 Fri 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
17100,d11 Fri 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
17160,d11 Fri 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
17220,d11 Fri 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17280,d12 Sat 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17340,d12 Sat 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17400,d12 Sat 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17460,d12 Sat 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17520,d12 Sat 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17580,d12 Sat 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17640,d12 Sat 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17700,d12 Sat 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17760,d12 Sat 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17820,d12 Sat 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
17880,d12 Sat 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
17940,d12 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
18000,d12 Sat 12:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living
18060,d12 Sat 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18120,d12 Sat 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18180,d12 Sat 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18240,d12 Sat 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18300,d12 Sat 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18360,d12 Sat 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18420,d12 Sat 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
18480,d12 Sat 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,kitchen
18540,d12 Sat 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18600,d12 Sat 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18660,d12 Sat 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18720,d13 Sun 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18780,d13 Sun 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18840,d13 Sun 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18900,d13 Sun 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18960,d13 Sun 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19020,d13 Sun 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19080,d13 Sun 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,entry,kitchen,living,bedroom_1,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
