t,stamp,mug_nikhil,laptop_nikhil,phone_nikhil,keys_nikhil,wallet_nikhil,backpack_nikhil,charger_nikhil,notebook_nikhil,glasses_nikhil,jacket_nikhil,mug_marisol,laptop_marisol,phone_marisol,keys_marisol,wallet_marisol,backpack_marisol,water_bottle_marisol,book_marisol,glasses_marisol,makeup_kit_marisol,hairbrush_marisol,phone_tessa,keys_tessa,backpack_tessa,laptop_tessa,charger_tessa,headphones_tessa,water_bottle_tessa,notebook_tessa,pen_tessa,book_tessa,gaming_controller_tessa,phone_owen,backpack_owen,lunchbox_owen,water_bottle_owen,tablet_owen,blanket_owen,toy_owen,notebook_owen,pen_owen,jacket_owen,gaming_controller_owen,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,towel_shared_1,yoga_mat_shared_1
17520,d12 Sat 04:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
17580,d12 Sat 05:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
17640,d12 Sat 06:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
17700,d12 Sat 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
17760,d12 Sat 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,living
17820,d12 Sat 09:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,kitchen,entry,entry,kitchen,bedroom_3,bedroom_2,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bedroom_1,living
17880,d12 Sat 10:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,living,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,entry,entry,kitchen,living,living,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bedroom_1,living
17940,d12 Sat 11:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,entry,entry,kitchen,living,living,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18000,d12 Sat 12:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,entry,kitchen,living,living,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18060,d12 Sat 13:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,living,living,bedroom_3,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18120,d12 Sat 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,living,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18180,d12 Sat 15:00,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18240,d12 Sat 16:00,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18300,d12 Sat 17:00,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18360,d12 Sat 18:00,kitchen,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18420,d12 Sat 19:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18480,d12 Sat 20:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18540,d12 Sat 21:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18600,d12 Sat 22:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18660,d12 Sat 23:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18720,d13 Sun 00:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18780,d13 Sun 01:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18840,d13 Sun 02:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18900,d13 Sun 03:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
18960,d13 Sun 04:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
19020,d13 Sun 05:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
19080,d13 Sun 06:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
19140,d13 Sun 07:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
19200,d13 Sun 08:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,kitchen,kitchen,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_3,entry,entry,bedroom_3,living
19260,d13 Sun 09:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,kitchen,kitchen,entry,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
19320,d13 Sun 10:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,entry,kitchen,living,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
19380,d13 Sun 11:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,bedroom_3,kitchen,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19440,d13 Sun 12:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,living,kitchen,bedroom_3,kitchen,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19500,d13 Sun 13:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,living,kitchen,bedroom_3,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19560,d13 Sun 14:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,living,kitchen,bedroom_3,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19620,d13 Sun 15:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,kitchen,bedroom_3,entry,entry,kitchen,bedroom_3,entry,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19680,d13 Sun 16:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,kitchen,bedroom_3,entry,entry,kitchen,bedroom_3,living,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19740,d13 Sun 17:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,bedroom_3,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19800,d13 Sun 18:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,entry,entry,kitchen,bedroom_1,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bedroom_1,living
19860,d13 Sun 19:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,living,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
19920,d13 Sun 20:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
19980,d13 Sun 21:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20040,d13 Sun 22:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20100,d13 Sun 23:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20160,d14 Mon 00:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20220,d14 Mon 01:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20280,d14 Mon 02:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20340,d14 Mon 03:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
20400,d14 Mon 04:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bedroom_1,living
