t,stamp,mug_1,mug_2,laptop_leo,phone_maya,keys_leo,book_jade,water_bottle_maya,remote_shared,charger_maya,backpack_maya,jacket_leo,headphones_leo,glasses_sam,notebook_jade,pen_jade,medication_bottle_sam,gaming_controller_sam,umbrella_jade,wallet_jade
16260,d11 Fri 07:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16320,d11 Fri 08:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16380,d11 Fri 09:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,entry,entry,living,living,bathroom,living,bedroom_4,bedroom_3,living,entry,bedroom_4
16440,d11 Fri 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
16500,d11 Fri 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
16560,d11 Fri 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
16620,d11 Fri 13:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
16680,d11 Fri 14:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
16740,d11 Fri 15:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
16800,d11 Fri 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
16860,d11 Fri 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
16920,d11 Fri 18:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
16980,d11 Fri 19:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17040,d11 Fri 20:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17100,d11 Fri 21:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17160,d11 Fri 22:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17220,d11 Fri 23:00,kitchen,kitchen,bedroom_1,entry,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17280,d12 Sat 00:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17340,d12 Sat 01:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17400,d12 Sat 02:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
17460,d12 Sat 03:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
17520,d12 Sat 04:00,kitchen,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
17580,d12 Sat 05:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17640,d12 Sat 06:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17700,d12 Sat 07:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17760,d12 Sat 08:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17820,d12 Sat 09:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17880,d12 Sat 10:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
17940,d12 Sat 11:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,entry,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
18000,d12 Sat 12:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
18060,d12 Sat 13:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,kitchen,bathroom,living,living,bedroom_3,living,entry,living
18120,d12 Sat 14:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
18180,d12 Sat 15:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
18240,d12 Sat 16:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
18300,d12 Sat 17:00,bedroom_1,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18360,d12 Sat 18:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18420,d12 Sat 19:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18480,d12 Sat 20:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18540,d12 Sat 21:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18600,d12 Sat 22:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18660,d12 Sat 23:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18720,d13 Sun 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18780,d13 Sun 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18840,d13 Sun 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18900,d13 Sun 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
18960,d13 Sun 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
19020,d13 Sun 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,kitchen
19080,d13 Sun 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
19140,d13 Sun 07:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
19200,d13 Sun 08:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
19260,d13 Sun 09:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
19320,d13 Sun 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
19380,d13 Sun 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
19440,d13 Sun 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
19500,d13 Sun 13:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
19560,d13 Sun 14:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,bedroom_4,bedroom_3,living,entry,living
19620,d13 Sun 15:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,living
19680,d13 Sun 16:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,kitchen
19740,d13 Sun 17:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,kitchen
19800,d13 Sun 18:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,kitchen
19860,d13 Sun 19:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,kitchen
19920,d13 Sun 20:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,kitchen
19980,d13 Sun 21:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,kitchen
20040,d13 Sun 22:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,living
20100,d13 Sun 23:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,living
20160,d14 Mon 00:00,bedroom_1,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,living
20220,d14 Mon 01:00,bedroom_1,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,living
20280,d14 Mon 02:00,bedroom_1,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,bedroom_4
20340,d14 Mon 03:00,bedroom_1,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,bedroom_4
20400,d14 Mon 04:00,bedroom_1,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,bedroom_4
20460,d14 Mon 05:00,bedroom_1,kitchen,bedroom_1,bedroom_2,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,bedroom_4,bedroom_3,living,entry,bedroom_4
20520,d14 Mon 06:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20580,d14 Mon 07:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20640,d14 Mon 08:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20700,d14 Mon 09:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20760,d14 Mon 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20820,d14 Mon 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20880,d14 Mon 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
20940,d14 Mon 13:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
21000,d14 Mon 14:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
21060,d14 Mon 15:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
21120,d14 Mon 16:00,bedroom_1,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
21180,d14 Mon 17:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,kitchen
21240,d14 Mon 18:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,kitchen
21300,d14 Mon 19:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,kitchen
21360,d14 Mon 20:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bedroom_3,living,living,bedroom_3,living,entry,living
21480,d14 Mon 22:00,kitchen,kitchen,bedroom_1,living,living,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
21540,d14 Mon 23:00,kitchen,kitchen,bedroom_1,living,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
21600,d15 Tue 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
21660,d15 Tue 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
21720,d15 Tue 02:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
21780,d15 Tue 03:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,living
21840,d15 Tue 04:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
21900,d15 Tue 05:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
21960,d15 Tue 06:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22020,d15 Tue 07:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22080,d15 Tue 08:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22140,d15 Tue 09:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22200,d15 Tue 10:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22260,d15 Tue 11:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22320,d15 Tue 12:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22380,d15 Tue 13:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,living,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22440,d15 Tue 14:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22500,d15 Tue 15:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22560,d15 Tue 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22620,d15 Tue 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22680,d15 Tue 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22740,d15 Tue 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22800,d15 Tue 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22860,d15 Tue 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22920,d15 Tue 22:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
22980,d15 Tue 23:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23040,d16 Wed 00:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23100,d16 Wed 01:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23160,d16 Wed 02:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23220,d16 Wed 03:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23280,d16 Wed 04:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23340,d16 Wed 05:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23400,d16 Wed 06:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23460,d16 Wed 07:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23520,d16 Wed 08:00,bedroom_1,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,living,bathroom,bedroom_4,bedroom_4,bedroom_3,living,entry,bedroom_4
23580,d16 Wed 09:00,bedroom_1,kitchen,bedroom_1,entry,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
23640,d16 Wed 10:00,bedroom_1,kitchen,bedroom_1,entry,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
23700,d16 Wed 11:00,bedroom_1,kitchen,bedroom_1,entry,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,living,living,bedroom_3,living,entry,bedroom_4
23760,d16 Wed 12:00,bedroom_1,kitchen,bedroom_1,entry,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
23820,d16 Wed 13:00,kitchen,kitchen,bedroom_1,entry,bedroom_1,living,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,living,living,bedroom_3,living,entry,living
23880,d16 Wed 14:00,kitchen,kitchen,bedroom_1,entry,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
23940,d16 Wed 15:00,kitchen,kitchen,bedroom_1,entry,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
24000,d16 Wed 16:00,kitchen,kitchen,bedroom_1,entry,bedroom_1,bedroom_4,kitchen,living,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
24060,d16 Wed 17:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
24120,d16 Wed 18:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
24180,d16 Wed 19:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
24240,d16 Wed 20:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
24300,d16 Wed 21:00,kitchen,kitchen,bedroom_1,living,living,living,kitchen,living,bedroom_1,entry,living,bedroom_1,bathroom,bedroom_4,living,bedroom_3,living,entry,living
