t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,charger_mara,headphones_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,book_mara,jacket_mara,umbrella_mara,lunchbox_mara,yoga_mat_mara,gaming_controller_mara,remote_shared_1,blanket_shared_1,plate_shared_1,bowl_shared_1,mug_shared_1,pot_shared_1,pan_shared_1,laundry_basket_mara,towel_mara,vacuum_cleaner_shared_1,watering_can_mara,hairbrush_mara,medication_bottle_mara,suitcase_mara
10800,d07 Mon 12:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
10860,d07 Mon 13:00,bedroom,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
10920,d07 Mon 14:00,bedroom,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
10980,d07 Mon 15:00,bedroom,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11040,d07 Mon 16:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11100,d07 Mon 17:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11160,d07 Mon 18:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11220,d07 Mon 19:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11280,d07 Mon 20:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11340,d07 Mon 21:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11400,d07 Mon 22:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11460,d07 Mon 23:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11520,d08 Tue 00:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11580,d08 Tue 01:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11640,d08 Tue 02:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11700,d08 Tue 03:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11760,d08 Tue 04:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11820,d08 Tue 05:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11880,d08 Tue 06:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
11940,d08 Tue 07:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12000,d08 Tue 08:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12060,d08 Tue 09:00,kitchen,kitchen,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12120,d08 Tue 10:00,kitchen,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12180,d08 Tue 11:00,kitchen,outside,outside,outside,outside,bedroom,kitchen,bedroom,outside,bedroom,outside,outside,bedroom,outside,outside,outside,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,outside,outside
12240,d08 Tue 12:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12300,d08 Tue 13:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12360,d08 Tue 14:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12420,d08 Tue 15:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12480,d08 Tue 16:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12540,d08 Tue 17:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12600,d08 Tue 18:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12660,d08 Tue 19:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12720,d08 Tue 20:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12780,d08 Tue 21:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12840,d08 Tue 22:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12900,d08 Tue 23:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
12960,d09 Wed 00:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13020,d09 Wed 01:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13080,d09 Wed 02:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13140,d09 Wed 03:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13200,d09 Wed 04:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13260,d09 Wed 05:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13320,d09 Wed 06:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13380,d09 Wed 07:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13440,d09 Wed 08:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,bedroom,kitchen,bedroom
13500,d09 Wed 09:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13560,d09 Wed 10:00,kitchen,bedroom,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13620,d09 Wed 11:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13680,d09 Wed 12:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13740,d09 Wed 13:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13800,d09 Wed 14:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13860,d09 Wed 15:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13920,d09 Wed 16:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,bedroom,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
13980,d09 Wed 17:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14040,d09 Wed 18:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14100,d09 Wed 19:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14160,d09 Wed 20:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14220,d09 Wed 21:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14280,d09 Wed 22:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14340,d09 Wed 23:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14400,d10 Thu 00:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14460,d10 Thu 01:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14520,d10 Thu 02:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14580,d10 Thu 03:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14640,d10 Thu 04:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14700,d10 Thu 05:00,kitchen,living,entry,entry,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,entry,entry,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14760,d10 Thu 06:00,kitchen,living,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14820,d10 Thu 07:00,kitchen,living,entry,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14880,d10 Thu 08:00,bedroom,living,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
14940,d10 Thu 09:00,bedroom,living,entry,kitchen,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15000,d10 Thu 10:00,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15060,d10 Thu 11:00,bedroom,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,bedroom,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15120,d10 Thu 12:00,bedroom,bedroom,entry,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15180,d10 Thu 13:00,bedroom,bedroom,entry,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15240,d10 Thu 14:00,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15300,d10 Thu 15:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15360,d10 Thu 16:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15420,d10 Thu 17:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15480,d10 Thu 18:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15540,d10 Thu 19:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15600,d10 Thu 20:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15660,d10 Thu 21:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15720,d10 Thu 22:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15780,d10 Thu 23:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15840,d11 Fri 00:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15900,d11 Fri 01:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
15960,d11 Fri 02:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
16020,d11 Fri 03:00,kitchen,bedroom,entry,kitchen,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,kitchen,bedroom,living,kitchen,kitchen,kitchen,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bathroom,entry,kitchen,kitchen,kitchen,bedroom
