t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,charger_mara,headphones_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,book_mara,jacket_mara,umbrella_mara,lunchbox_mara,yoga_mat_mara,gaming_controller_mara,remote_shared_1,blanket_shared_1,plate_shared_1,bowl_shared_1,mug_shared_1,pot_shared_1,pan_shared_1,laundry_basket_mara,towel_mara,vacuum_cleaner_shared_1,watering_can_mara,hairbrush_mara,medication_bottle_mara,suitcase_mara
20580,d14 Mon 07:00,desk_b1,couch_l1,entry_hook_e1,entry_table_e1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,counter_k1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
20640,d14 Mon 08:00,desk_b1,couch_l1,entry_hook_e1,entry_table_e1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,counter_k1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
20700,d14 Mon 09:00,desk_b1,couch_l1,entry_hook_e1,entry_table_e1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,counter_k1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
20760,d14 Mon 10:00,desk_b1,couch_l1,entry_hook_e1,entry_table_e1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,counter_k1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
20820,d14 Mon 11:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,cupboard_k1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
20880,d14 Mon 12:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,cupboard_k1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
20940,d14 Mon 13:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21000,d14 Mon 14:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21060,d14 Mon 15:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21120,d14 Mon 16:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21180,d14 Mon 17:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21240,d14 Mon 18:00,kitchen_table_k1,desk_b1,entry_hook_e1,entry_table_e1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,person:resident_1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,kitchen_table_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21300,d14 Mon 19:00,kitchen_table_k1,desk_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21360,d14 Mon 20:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21420,d14 Mon 21:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21480,d14 Mon 22:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21540,d14 Mon 23:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21600,d15 Tue 00:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21660,d15 Tue 01:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21720,d15 Tue 02:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21780,d15 Tue 03:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21840,d15 Tue 04:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21900,d15 Tue 05:00,sink_k1,nightstand_b1,entry_hook_e1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_hook_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,desk_b1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
21960,d15 Tue 06:00,sink_k1,nightstand_b1,chair_k1,kitchen_table_k1,entry_floor_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,sink_k1,desk_b1,couch_l1,entry_table_e1,chair_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22020,d15 Tue 07:00,sink_k1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,person:resident_1,kitchen_table_k1,person:resident_1,person:resident_1,couch_l1,person:resident_1,person:resident_1,person:resident_1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,person:resident_1,person:resident_1
22080,d15 Tue 08:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22140,d15 Tue 09:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22200,d15 Tue 10:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22260,d15 Tue 11:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,desk_b1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22320,d15 Tue 12:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22380,d15 Tue 13:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22440,d15 Tue 14:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22500,d15 Tue 15:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22560,d15 Tue 16:00,desk_b1,desk_b1,entry_hook_e1,entry_table_e1,desk_b1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22620,d15 Tue 17:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22680,d15 Tue 18:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22740,d15 Tue 19:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,sink_k1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22800,d15 Tue 20:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,sink_k1,armchair_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22860,d15 Tue 21:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22920,d15 Tue 22:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
22980,d15 Tue 23:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23040,d16 Wed 00:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23100,d16 Wed 01:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23160,d16 Wed 02:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23220,d16 Wed 03:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23280,d16 Wed 04:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23340,d16 Wed 05:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23400,d16 Wed 06:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,kitchen_table_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23460,d16 Wed 07:00,desk_b1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,kitchen_table_k1,desk_b1,dish_rack_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,sink_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23520,d16 Wed 08:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,sink_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
23580,d16 Wed 09:00,kitchen_table_k1,kitchen_table_k1,entry_hook_e1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,entry_hook_e1,entry_floor_e1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,sink_k1,counter_k1,cupboard_k1,counter_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1,sink_k1,bathroom_shelf_ba1,cupboard_k1,bedroom_floor_b1
