t,stamp,laptop_nia,phone_nia,keys_nia,wallet_nia,backpack_nia,water_bottle_nia,notebook_nia,pen_nia,mug_nia,book_nia,blanket_nia,charger_nia,jacket_nia,laundry_basket_nia,laptop_mateo,phone_mateo,keys_mateo,wallet_mateo,backpack_mateo,headphones_mateo,notebook_mateo,pen_mateo,mug_mateo,gaming_controller_mateo,charger_mateo,jacket_mateo,phone_priya,keys_priya,wallet_priya,backpack_priya,water_bottle_priya,jacket_priya,umbrella_priya,yoga_mat_priya,lunchbox_priya,hairbrush_priya,medication_bottle_priya,bowl_shared_1,plate_shared_1,plate_shared_2,pot_shared_1,pan_shared_1,remote_shared_1,vacuum_cleaner_shared_1,towel_shared_1,laundry_basket_shared_1
23580,d16 Wed 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,desk_b2,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
23640,d16 Wed 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,desk_b2,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
23700,d16 Wed 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,desk_b2,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
23760,d16 Wed 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,desk_b2,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
23820,d16 Wed 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,desk_b2,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
23880,d16 Wed 14:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,desk_b2,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,dish_rack_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
23940,d16 Wed 15:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,counter_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,counter_k1,game_shelf_l1,nightstand_b2,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,towel_rack_ba1,sink_k1,chair_k2,entry_floor_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,dish_rack_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
24000,d16 Wed 16:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,desk_b3,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,dish_rack_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,nightstand_b2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
24060,d16 Wed 17:00,desk_b1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,desk_b3,counter_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,counter_k1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,cupboard_k1,desk_b3,chair_k1,counter_k1,game_shelf_l1,coffee_table_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
24120,d16 Wed 18:00,desk_b1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,cupboard_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,counter_k1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,cupboard_k1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,coffee_table_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
24180,d16 Wed 19:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,sink_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
24240,d16 Wed 20:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24300,d16 Wed 21:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,towel_rack_ba1,bedroom_floor_b3
24360,d16 Wed 22:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24420,d16 Wed 23:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24480,d17 Thu 00:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,couch_l1,person:resident_3,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24540,d17 Thu 01:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24600,d17 Thu 02:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24660,d17 Thu 03:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24720,d17 Thu 04:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24780,d17 Thu 05:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,bathroom_shelf_ba1,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24840,d17 Thu 06:00,kitchen_table_k1,nightstand_b1,entry_table_e1,chair_k1,bedroom_floor_b1,kitchen_table_k1,desk_b1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,dish_rack_k1,cupboard_k1,desk_b2,bedroom_floor_b2,couch_l1,desk_b3,chair_k1,coffee_table_l1,game_shelf_l1,bookshelf_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,kitchen_table_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24900,d17 Thu 07:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,kitchen_table_k1,sink_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,sink_k1,game_shelf_l1,bookshelf_l1,person:resident_2,entry_table_e1,entry_table_e1,desk_b3,desk_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,cupboard_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
24960,d17 Thu 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,sink_k1,game_shelf_l1,bookshelf_l1,person:resident_2,person:resident_3,person:resident_3,desk_b3,person:resident_3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25020,d17 Thu 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,kitchen_table_k1,person:resident_1,kitchen_table_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,person:resident_1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b3,chair_k1,sink_k1,game_shelf_l1,bookshelf_l1,person:resident_2,person:resident_3,person:resident_3,desk_b3,person:resident_3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25080,d17 Thu 10:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,chair_k1,counter_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,desk_b2,chair_k1,sink_k1,counter_k1,bookshelf_l1,person:resident_2,person:resident_3,person:resident_3,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25140,d17 Thu 11:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,chair_k1,counter_k1,dish_rack_k1,couch_l1,armchair_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,tv_stand_l1,bookshelf_l1,bedroom_floor_b2,desk_b2,bedroom_floor_b2,game_shelf_l1,desk_b2,chair_k1,sink_k1,counter_k1,coffee_table_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25200,d17 Thu 12:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,kitchen_table_k1,chair_k1,counter_k1,dish_rack_k1,couch_l1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,tv_stand_l1,bookshelf_l1,bedroom_floor_b2,desk_b2,bedroom_floor_b2,game_shelf_l1,desk_b2,chair_k1,sink_k1,counter_k1,coffee_table_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,sink_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25260,d17 Thu 13:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,counter_k1,dish_rack_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,desk_b2,bookshelf_l1,bedroom_floor_b2,desk_b2,bedroom_floor_b2,cupboard_k1,desk_b2,chair_k1,sink_k1,counter_k1,desk_b2,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25320,d17 Thu 14:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,desk_b1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,desk_b2,entry_floor_e1,bedroom_floor_b2,desk_b2,bedroom_floor_b2,cupboard_k1,desk_b2,chair_k1,sink_k1,coffee_table_l1,desk_b2,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,cupboard_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25380,d17 Thu 15:00,desk_b1,entry_table_e1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,desk_b1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,coffee_table_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,kitchen_table_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25440,d17 Thu 16:00,desk_b1,person:resident_1,person:resident_1,person:resident_1,chair_k1,desk_b1,desk_b1,kitchen_table_k1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,couch_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,dish_rack_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25500,d17 Thu 17:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,kitchen_table_k1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,couch_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,cupboard_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25560,d17 Thu 18:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,kitchen_table_k1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,couch_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,cupboard_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25620,d17 Thu 19:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,kitchen_table_k1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,couch_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,cupboard_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25680,d17 Thu 20:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,kitchen_table_k1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,couch_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,cupboard_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
25740,d17 Thu 21:00,kitchen_table_k1,nightstand_b1,entry_table_e1,desk_b1,chair_k1,desk_b1,desk_b1,kitchen_table_k1,cupboard_k1,bed_b1,couch_l1,desk_b1,entry_hook_e1,bedroom_floor_b1,coffee_table_l1,entry_floor_e1,chair_k2,desk_b2,bedroom_floor_b2,coffee_table_l1,desk_b2,chair_k1,sink_k1,couch_l1,couch_l1,chair_k2,entry_table_e1,entry_table_e1,desk_b3,bedroom_floor_b3,sink_k1,chair_k2,entry_hook_e1,couch_l1,counter_k1,desk_b3,desk_b3,entry_table_e1,sink_k1,cupboard_k1,sink_k1,sink_k1,couch_l1,entry_floor_e1,bathroom_shelf_ba1,bedroom_floor_b3
