t,stamp,mug_1,laptop_1,phone_1,keys_1,book_1,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,blanket_1,towel_1,wallet_1
12660,d08 Tue 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
12720,d08 Tue 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
12780,d08 Tue 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
12840,d08 Tue 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
12900,d08 Tue 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
12960,d09 Wed 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13020,d09 Wed 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13080,d09 Wed 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13140,d09 Wed 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13200,d09 Wed 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13260,d09 Wed 05:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13320,d09 Wed 06:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13380,d09 Wed 07:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13440,d09 Wed 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13500,d09 Wed 09:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
13560,d09 Wed 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
13620,d09 Wed 11:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13680,d09 Wed 12:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13740,d09 Wed 13:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13800,d09 Wed 14:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
13860,d09 Wed 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
13920,d09 Wed 16:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
13980,d09 Wed 17:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
14040,d09 Wed 18:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
14100,d09 Wed 19:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14160,d09 Wed 20:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14220,d09 Wed 21:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14280,d09 Wed 22:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14340,d09 Wed 23:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
14400,d10 Thu 00:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14460,d10 Thu 01:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14520,d10 Thu 02:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14580,d10 Thu 03:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14640,d10 Thu 04:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14700,d10 Thu 05:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14760,d10 Thu 06:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
14820,d10 Thu 07:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
14880,d10 Thu 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
14940,d10 Thu 09:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15000,d10 Thu 10:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
15060,d10 Thu 11:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
15120,d10 Thu 12:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
15180,d10 Thu 13:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
15240,d10 Thu 14:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,sink_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
15300,d10 Thu 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
15360,d10 Thu 16:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15420,d10 Thu 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15480,d10 Thu 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15540,d10 Thu 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15600,d10 Thu 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15660,d10 Thu 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
15720,d10 Thu 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
15780,d10 Thu 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
15840,d11 Fri 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
15900,d11 Fri 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
15960,d11 Fri 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16020,d11 Fri 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16080,d11 Fri 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16140,d11 Fri 05:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16200,d11 Fri 06:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16260,d11 Fri 07:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16320,d11 Fri 08:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,chair_k1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16380,d11 Fri 09:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
16440,d11 Fri 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
16500,d11 Fri 11:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
16560,d11 Fri 12:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16620,d11 Fri 13:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16680,d11 Fri 14:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16740,d11 Fri 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
16800,d11 Fri 16:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,person:resident_1
16860,d11 Fri 17:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16920,d11 Fri 18:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
16980,d11 Fri 19:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17040,d11 Fri 20:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17100,d11 Fri 21:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17160,d11 Fri 22:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17220,d11 Fri 23:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17280,d12 Sat 00:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17340,d12 Sat 01:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17400,d12 Sat 02:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17460,d12 Sat 03:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17520,d12 Sat 04:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17580,d12 Sat 05:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17640,d12 Sat 06:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17700,d12 Sat 07:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,counter_k1
17760,d12 Sat 08:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
17820,d12 Sat 09:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
17880,d12 Sat 10:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
17940,d12 Sat 11:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
18000,d12 Sat 12:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
18060,d12 Sat 13:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
18120,d12 Sat 14:00,dish_rack_k1,desk_b1,counter_k1,entry_hook_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,desk_b1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,counter_k1
18180,d12 Sat 15:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
18240,d12 Sat 16:00,dish_rack_k1,desk_b1,counter_k1,person:resident_1,desk_b1,person:resident_1,couch_l1,desk_b1,person:resident_1,person:resident_1,person:resident_1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,person:resident_1
18300,d12 Sat 17:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18360,d12 Sat 18:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18420,d12 Sat 19:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18480,d12 Sat 20:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18540,d12 Sat 21:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18600,d12 Sat 22:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18660,d12 Sat 23:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,towel_rack_ba1,entry_table_e1
18720,d13 Sun 00:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
18780,d13 Sun 01:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
18840,d13 Sun 02:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
18900,d13 Sun 03:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
18960,d13 Sun 04:00,dish_rack_k1,desk_b1,counter_k1,entry_floor_e1,desk_b1,counter_k1,couch_l1,desk_b1,entry_floor_e1,couch_l1,couch_l1,desk_b1,desk_b1,desk_b1,couch_l1,bathroom_shelf_ba1,entry_table_e1
