t,stamp,mug_sarah,mug_david,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,laptop_sarah,laptop_leo,phone_sarah,phone_david,phone_leo,phone_mia,tablet_david,keys_sarah,keys_david,keys_leo,wallet_sarah,wallet_david,backpack_leo,backpack_mia,headphones_leo,gaming_controller_leo,glasses_sarah,notebook_mia,pen_mia,toy_mia,blanket_mia,water_bottle_shared,jacket_david,vacuum_cleaner_shared,laundry_basket_shared,remote_shared
9600,d06 Sun 16:00,kitchen,living,living,living,living,living,living,kitchen,living,kitchen,kitchen,living,living,living,kitchen,living,living,bedroom_1,kitchen,living,living,living,living,kitchen,living,living,living,living,living,living,living,living,living
9660,d06 Sun 17:00,kitchen,living,living,living,living,living,living,kitchen,living,kitchen,kitchen,living,living,living,kitchen,living,living,bedroom_1,kitchen,living,living,living,living,kitchen,living,living,living,living,living,living,living,living,living
9720,d06 Sun 18:00,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,bedroom_3,kitchen,living,kitchen,living,living,bedroom_1,living,bedroom_2,living,living,living,living,living,living,living,bedroom_3,kitchen,living,kitchen,entry,living
9780,d06 Sun 19:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,kitchen,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_2,living,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,living,bedroom_1,living
9840,d06 Sun 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,kitchen,living,bedroom_1,living,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_2,living,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,living,bedroom_1,living
9900,d06 Sun 21:00,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,living,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,living,bedroom_2,living,kitchen,living,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
9960,d06 Sun 22:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10020,d06 Sun 23:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10080,d07 Mon 00:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10140,d07 Mon 01:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10200,d07 Mon 02:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10260,d07 Mon 03:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10320,d07 Mon 04:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10380,d07 Mon 05:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10440,d07 Mon 06:00,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,bedroom_3,living,kitchen,living,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,bedroom_2,living,kitchen,kitchen,living,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10500,d07 Mon 07:00,bedroom_1,living,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,bedroom_1,bedroom_1,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_2,living,bedroom_1,bedroom_1,bedroom_1,bedroom_3,bedroom_3,kitchen,bedroom_1,kitchen,bedroom_1,living
10560,d07 Mon 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,living
10620,d07 Mon 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,entry,kitchen,kitchen,entry,bedroom_2,bedroom_1,entry,bedroom_2,entry,outside,living,bathroom,kitchen,bedroom_2,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_1,living
10680,d07 Mon 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,entry,living,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
10740,d07 Mon 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,entry,living,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
10800,d07 Mon 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,entry,living,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
10860,d07 Mon 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,entry,living,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
10920,d07 Mon 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,entry,living,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
10980,d07 Mon 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,entry,living,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
11040,d07 Mon 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living
11100,d07 Mon 17:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,living,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bedroom_1,living
11160,d07 Mon 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,living,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bedroom_1,living
11220,d07 Mon 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,bedroom_3,living,living,bedroom_3,living,kitchen,entry,living
11280,d07 Mon 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,bathroom,living,kitchen,kitchen,bedroom_3,living,living,bedroom_3,living,kitchen,bedroom_1,living
11340,d07 Mon 21:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_2,kitchen,living,kitchen,living,bedroom_2,kitchen,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_2,bedroom_3,living,kitchen,entry,living
11400,d07 Mon 22:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_1,bedroom_1,kitchen,living,entry,bedroom_1,bedroom_3,bedroom_3,living,kitchen,entry,living
11460,d07 Mon 23:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11520,d08 Tue 00:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11580,d08 Tue 01:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11640,d08 Tue 02:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11700,d08 Tue 03:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11760,d08 Tue 04:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11820,d08 Tue 05:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11880,d08 Tue 06:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_2,bedroom_3,living,bedroom_1,living,kitchen,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,living,entry,bedroom_3,bedroom_3,bedroom_3,living,kitchen,entry,living
11940,d08 Tue 07:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living
12000,d08 Tue 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living
12060,d08 Tue 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12120,d08 Tue 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12180,d08 Tue 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12240,d08 Tue 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12300,d08 Tue 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12360,d08 Tue 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12420,d08 Tue 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,bedroom_2,bedroom_3,living,bedroom_2,entry,bedroom_2,bedroom_1,entry,bedroom_2,bedroom_2,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12480,d08 Tue 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12540,d08 Tue 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living
12600,d08 Tue 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,bedroom_2,living,bedroom_2,bedroom_1,living,bedroom_2,kitchen,living,living,bathroom,kitchen,kitchen,living,bedroom_3,kitchen,living,living,entry,living
12660,d08 Tue 19:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,living,bedroom_3,kitchen,living,bedroom_2,living,bedroom_3,bedroom_1,living,bedroom_2,kitchen,living,bedroom_2,kitchen,bedroom_3,kitchen,living,living,kitchen,living,kitchen,entry,living
12720,d08 Tue 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,bedroom_3,kitchen,living,kitchen,living,bedroom_3,kitchen,living,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,living,living,kitchen,living,kitchen,entry,living
12780,d08 Tue 21:00,kitchen,living,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,living,living,kitchen,living,bedroom_3,kitchen,living,bedroom_2,living,bedroom_2,living,kitchen,living,living,living,living,kitchen,living,kitchen,entry,kitchen
12840,d08 Tue 22:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
12900,d08 Tue 23:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
12960,d09 Wed 00:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13020,d09 Wed 01:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13080,d09 Wed 02:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13140,d09 Wed 03:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13200,d09 Wed 04:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13260,d09 Wed 05:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13320,d09 Wed 06:00,kitchen,living,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,bedroom_3,entry,living,bedroom_1,living,bedroom_3,bedroom_1,living,bedroom_2,entry,bedroom_2,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,entry,living
13380,d09 Wed 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living
13440,d09 Wed 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living
13500,d09 Wed 09:00,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,entry,living
13560,d09 Wed 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,entry,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,living
13620,d09 Wed 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,entry,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,living
13680,d09 Wed 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,entry,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,living
13740,d09 Wed 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,entry,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,living
13800,d09 Wed 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,entry,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,living
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,entry,outside,living,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_2,kitchen,entry,living
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,entry,living
13980,d09 Wed 17:00,living,kitchen,living,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,kitchen,outside,living,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,living,living
14040,d09 Wed 18:00,living,kitchen,living,kitchen,living,living,living,living,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,living,kitchen,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_2,kitchen,living,living
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,bedroom_3,bedroom_2,kitchen,bedroom_1,living
14160,d09 Wed 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,bathroom,bathroom,kitchen,bedroom_2,kitchen,bedroom_1,living
14220,d09 Wed 21:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,living,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,living,bedroom_2,bedroom_2,kitchen,living,living,bedroom_3,living,kitchen,bedroom_2,kitchen,bedroom_1,living
14280,d09 Wed 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,bedroom_2,entry,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_2,kitchen,bedroom_1,living
