t,stamp,mug_1,mug_2,bowl_1,plate_1,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,water_bottle_1,water_bottle_2,remote_1,charger_1,jacket_1,jacket_2,glasses_1,glasses_2,medication_bottle_1,blanket_1,towel_1,umbrella_1
16380,d11 Fri 09:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
16440,d11 Fri 10:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
16500,d11 Fri 11:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
16560,d11 Fri 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
16620,d11 Fri 13:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,kitchen,living,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,entry
16680,d11 Fri 14:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
16740,d11 Fri 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
16800,d11 Fri 16:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
16860,d11 Fri 17:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
16920,d11 Fri 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
16980,d11 Fri 19:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
17040,d11 Fri 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
17100,d11 Fri 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
17160,d11 Fri 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17220,d11 Fri 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17280,d12 Sat 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17340,d12 Sat 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17400,d12 Sat 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17460,d12 Sat 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17520,d12 Sat 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17580,d12 Sat 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17640,d12 Sat 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17700,d12 Sat 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
17760,d12 Sat 08:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,bathroom,kitchen,living,kitchen,living,kitchen,entry
17820,d12 Sat 09:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
17880,d12 Sat 10:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
17940,d12 Sat 11:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
18000,d12 Sat 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,entry,entry,living,bedroom_1,outside,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
18060,d12 Sat 13:00,kitchen,living,kitchen,kitchen,kitchen,outside,outside,entry,entry,living,bedroom_1,outside,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
18120,d12 Sat 14:00,kitchen,living,kitchen,kitchen,kitchen,outside,outside,entry,entry,living,bedroom_1,outside,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
18180,d12 Sat 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
18240,d12 Sat 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,living,living,living,living,kitchen,living,kitchen,entry
18300,d12 Sat 17:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,living,living,living,living,kitchen,living,kitchen,entry
18360,d12 Sat 18:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
18420,d12 Sat 19:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
18480,d12 Sat 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
18540,d12 Sat 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
18600,d12 Sat 22:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
18660,d12 Sat 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
18720,d13 Sun 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
18780,d13 Sun 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
18840,d13 Sun 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
18900,d13 Sun 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
18960,d13 Sun 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
19020,d13 Sun 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
19080,d13 Sun 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
19140,d13 Sun 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
19200,d13 Sun 08:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
19260,d13 Sun 09:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,living,living,bedroom_1,living,living,kitchen,living,kitchen,living,kitchen,entry
19320,d13 Sun 10:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19380,d13 Sun 11:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19440,d13 Sun 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
19500,d13 Sun 13:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
19560,d13 Sun 14:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
19620,d13 Sun 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19680,d13 Sun 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19740,d13 Sun 17:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19800,d13 Sun 18:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19860,d13 Sun 19:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19920,d13 Sun 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
19980,d13 Sun 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
20040,d13 Sun 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20100,d13 Sun 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20160,d14 Mon 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20220,d14 Mon 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20280,d14 Mon 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20340,d14 Mon 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20400,d14 Mon 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20460,d14 Mon 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20520,d14 Mon 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
20580,d14 Mon 07:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,living,living,bedroom_1,living,living,bedroom_1,entry,bedroom_2,kitchen,living,kitchen,living,kitchen,entry
20640,d14 Mon 08:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
20700,d14 Mon 09:00,kitchen,living,kitchen,kitchen,kitchen,living,outside,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
20760,d14 Mon 10:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
20820,d14 Mon 11:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
20880,d14 Mon 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
20940,d14 Mon 13:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21000,d14 Mon 14:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21060,d14 Mon 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21120,d14 Mon 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21180,d14 Mon 17:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
21240,d14 Mon 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
21300,d14 Mon 19:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21360,d14 Mon 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21420,d14 Mon 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
21480,d14 Mon 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21540,d14 Mon 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21600,d15 Tue 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21660,d15 Tue 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21720,d15 Tue 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21780,d15 Tue 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21840,d15 Tue 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21900,d15 Tue 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
21960,d15 Tue 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
22020,d15 Tue 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,living,living,bedroom_1,living,living,bedroom_1,entry,bedroom_2,kitchen,living,kitchen,living,kitchen,entry
22080,d15 Tue 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
22140,d15 Tue 09:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
22200,d15 Tue 10:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
22260,d15 Tue 11:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
22320,d15 Tue 12:00,kitchen,living,kitchen,kitchen,kitchen,outside,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,outside,living,kitchen,living,kitchen,entry
22380,d15 Tue 13:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
22440,d15 Tue 14:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22500,d15 Tue 15:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22560,d15 Tue 16:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22620,d15 Tue 17:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22680,d15 Tue 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,kitchen,living,kitchen,living,kitchen,entry
22740,d15 Tue 19:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22800,d15 Tue 20:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22860,d15 Tue 21:00,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,living,living,kitchen,living,kitchen,entry
22920,d15 Tue 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
22980,d15 Tue 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23040,d16 Wed 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23100,d16 Wed 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23160,d16 Wed 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23220,d16 Wed 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23280,d16 Wed 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23340,d16 Wed 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23400,d16 Wed 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23460,d16 Wed 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,living,bedroom_1,living,living,bedroom_1,entry,living,bedroom_1,living,kitchen,living,kitchen,entry
23520,d16 Wed 08:00,kitchen,living,kitchen,kitchen,kitchen,outside,kitchen,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
23580,d16 Wed 09:00,kitchen,living,kitchen,kitchen,kitchen,outside,outside,entry,entry,living,bedroom_1,living,living,bedroom_1,entry,kitchen,outside,living,kitchen,living,kitchen,entry
23640,d16 Wed 10:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,outside,living,bedroom_1,living,living,bedroom_1,outside,kitchen,living,outside,kitchen,living,kitchen,entry
23700,d16 Wed 11:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,outside,living,bedroom_1,living,living,bedroom_1,outside,kitchen,living,outside,kitchen,living,kitchen,entry
23760,d16 Wed 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
23820,d16 Wed 13:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
23880,d16 Wed 14:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
23940,d16 Wed 15:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
24000,d16 Wed 16:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
24060,d16 Wed 17:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
24120,d16 Wed 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,kitchen,living,kitchen,living,kitchen,entry
24180,d16 Wed 19:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
24240,d16 Wed 20:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
24300,d16 Wed 21:00,kitchen,living,kitchen,kitchen,kitchen,living,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,living,living,kitchen,living,kitchen,entry
24360,d16 Wed 22:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24420,d16 Wed 23:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24480,d17 Thu 00:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24540,d17 Thu 01:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24600,d17 Thu 02:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24660,d17 Thu 03:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24720,d17 Thu 04:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24780,d17 Thu 05:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24840,d17 Thu 06:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
24900,d17 Thu 07:00,kitchen,living,kitchen,kitchen,kitchen,bedroom_1,living,entry,living,living,bedroom_1,living,living,bedroom_1,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,entry
