t,stamp,mug_1,mug_2,bowl_1,bowl_2,plate_1,plate_2,laptop_1,laptop_2,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,backpack_1,backpack_2,jacket_1,jacket_2,charger_1,charger_2,notebook_1,pen_1,medication_bottle_1,toy_1,toy_2,blanket_1,blanket_2,dog_leash_1,towel_1,towel_2,wallet_1,wallet_2,umbrella_1,remote_1,headphones_1,lunchbox_1,lunchbox_2,gaming_controller_1
8640,d06 Sun 00:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8700,d06 Sun 01:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8760,d06 Sun 02:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8820,d06 Sun 03:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8880,d06 Sun 04:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
8940,d06 Sun 05:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9000,d06 Sun 06:00,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9060,d06 Sun 07:00,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9120,d06 Sun 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,living,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9180,d06 Sun 09:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9240,d06 Sun 10:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9300,d06 Sun 11:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9360,d06 Sun 12:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9420,d06 Sun 13:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9480,d06 Sun 14:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9540,d06 Sun 15:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9600,d06 Sun 16:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9660,d06 Sun 17:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,outside,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9720,d06 Sun 18:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9780,d06 Sun 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9840,d06 Sun 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,outside,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9900,d06 Sun 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
9960,d06 Sun 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10020,d06 Sun 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10080,d07 Mon 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10140,d07 Mon 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10200,d07 Mon 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10260,d07 Mon 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10320,d07 Mon 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10380,d07 Mon 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10440,d07 Mon 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10500,d07 Mon 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
10560,d07 Mon 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10620,d07 Mon 09:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10680,d07 Mon 10:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10740,d07 Mon 11:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10800,d07 Mon 12:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10860,d07 Mon 13:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10920,d07 Mon 14:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
10980,d07 Mon 15:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,outside,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
11040,d07 Mon 16:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11100,d07 Mon 17:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,bedroom_3,outside,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11160,d07 Mon 18:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11220,d07 Mon 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11280,d07 Mon 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,outside,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11340,d07 Mon 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11400,d07 Mon 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,outside
11460,d07 Mon 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11520,d08 Tue 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11580,d08 Tue 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11640,d08 Tue 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11700,d08 Tue 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11760,d08 Tue 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11820,d08 Tue 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11880,d08 Tue 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
11940,d08 Tue 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12000,d08 Tue 08:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_3,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12060,d08 Tue 09:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12120,d08 Tue 10:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12180,d08 Tue 11:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12240,d08 Tue 12:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12300,d08 Tue 13:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12360,d08 Tue 14:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,outside,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12420,d08 Tue 15:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,outside,living,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,living,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,outside,kitchen,living
12480,d08 Tue 16:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12540,d08 Tue 17:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,outside,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,kitchen,bedroom_3,bedroom_3,outside,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12600,d08 Tue 18:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,bedroom_3,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12660,d08 Tue 19:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
12720,d08 Tue 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,entry,living,bedroom_3,living,kitchen,entry,entry,kitchen,entry,living,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_3,bedroom_3,entry,bathroom,bathroom,entry,kitchen,entry,living,kitchen,kitchen,kitchen,living
