t,stamp,glasses_elena,book_elena,mug_elena,blanket_elena,medication_bottle_elena_1,notebook_elena,watering_can_elena,phone_elena,keys_elena,wallet_elena,laptop_marco,phone_marco,keys_marco,wallet_marco,backpack_marco,lunchbox_marco,water_bottle_marco,jacket_marco,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,jacket_priya,makeup_kit_priya,hairbrush_priya,notebook_priya,laptop_sofia,phone_sofia,keys_sofia,backpack_sofia,water_bottle_sofia,headphones_sofia,notebook_sofia,pen_sofia,jacket_sofia,gaming_controller_sofia,phone_leo,keys_leo,backpack_leo,lunchbox_leo,water_bottle_leo,tablet_leo,toy_leo_1,blanket_leo,notebook_leo,pen_leo,jacket_leo,remote_shared_1,gaming_controller_shared_1,charger_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,vacuum_cleaner_shared_1,laundry_basket_shared_1,umbrella_shared_1,suitcase_shared_1
23040,d16 Wed 00:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23100,d16 Wed 01:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23160,d16 Wed 02:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23220,d16 Wed 03:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23280,d16 Wed 04:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23340,d16 Wed 05:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,living,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23400,d16 Wed 06:00,living,living,kitchen,living,kitchen,kitchen,entry,living,entry,entry,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,bedroom_4,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23460,d16 Wed 07:00,living,living,living,living,bathroom,kitchen,entry,living,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,bedroom_3,kitchen,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23520,d16 Wed 08:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,entry,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,entry,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,outside,living,kitchen,outside,kitchen,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,entry
23580,d16 Wed 09:00,outside,outside,kitchen,living,bathroom,outside,entry,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
23640,d16 Wed 10:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
23700,d16 Wed 11:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
23760,d16 Wed 12:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
23820,d16 Wed 13:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,living,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
23880,d16 Wed 14:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,living,kitchen,bedroom_4,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
23940,d16 Wed 15:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,entry,outside,outside,outside,kitchen,entry,bedroom_2,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
24000,d16 Wed 16:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24060,d16 Wed 17:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,bedroom_3,bedroom_3,kitchen,living,kitchen,living,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24120,d16 Wed 18:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,entry,bathroom,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24180,d16 Wed 19:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bathroom,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24240,d16 Wed 20:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24300,d16 Wed 21:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24360,d16 Wed 22:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24420,d16 Wed 23:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24480,d17 Thu 00:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24540,d17 Thu 01:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24600,d17 Thu 02:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24660,d17 Thu 03:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24720,d17 Thu 04:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24780,d17 Thu 05:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,kitchen,entry,entry,bathroom,kitchen,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24840,d17 Thu 06:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,entry,entry,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24900,d17 Thu 07:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,entry,entry,entry,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,entry,bedroom_3,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,living,kitchen,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
24960,d17 Thu 08:00,living,living,kitchen,living,bathroom,living,entry,living,living,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,entry,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,kitchen,outside,entry,kitchen,kitchen,living,living,living,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25020,d17 Thu 09:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,kitchen,outside,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25080,d17 Thu 10:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,kitchen,outside,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25140,d17 Thu 11:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,kitchen,outside,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25200,d17 Thu 12:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,bedroom_4,kitchen,kitchen,outside,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25260,d17 Thu 13:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,living,kitchen,kitchen,outside,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25320,d17 Thu 14:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,kitchen,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,outside,outside,outside,outside,outside,living,living,kitchen,kitchen,outside,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25380,d17 Thu 15:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,entry,outside,outside,outside,outside,outside,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,bedroom_3,outside,living,outside,kitchen,kitchen,kitchen,kitchen,outside,living,living,kitchen,kitchen,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25440,d17 Thu 16:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,outside,outside,entry,outside,outside,outside,outside,outside,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,outside,kitchen,entry,kitchen,kitchen,outside,living,living,kitchen,kitchen,entry,living,kitchen,bedroom_3,living,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
25500,d17 Thu 17:00,living,living,kitchen,living,bathroom,kitchen,kitchen,living,entry,bedroom_1,outside,outside,entry,outside,kitchen,outside,outside,outside,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_3,entry,living,outside,kitchen,entry,kitchen,kitchen,outside,living,living,kitchen,kitchen,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,entry
25560,d17 Thu 18:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,kitchen,kitchen,entry,kitchen,kitchen,living,living,living,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25620,d17 Thu 19:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,living,bedroom_4,entry,kitchen,kitchen,living,living,living,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25680,d17 Thu 20:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_2,bedroom_4,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25740,d17 Thu 21:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_2,bedroom_4,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25800,d17 Thu 22:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_2,bedroom_4,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25860,d17 Thu 23:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_2,bedroom_4,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25920,d18 Fri 00:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_2,bedroom_4,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
25980,d18 Fri 01:00,living,living,kitchen,living,bathroom,kitchen,entry,living,entry,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,living,bedroom_2,bedroom_4,entry,kitchen,kitchen,living,living,bedroom_4,kitchen,bedroom_4,entry,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_2
