t,stamp,glasses_elena,book_elena,mug_elena,blanket_elena,medication_bottle_elena_1,notebook_elena,watering_can_elena,phone_elena,keys_elena,wallet_elena,laptop_marco,phone_marco,keys_marco,wallet_marco,backpack_marco,lunchbox_marco,water_bottle_marco,jacket_marco,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,jacket_priya,makeup_kit_priya,hairbrush_priya,notebook_priya,laptop_sofia,phone_sofia,keys_sofia,backpack_sofia,water_bottle_sofia,headphones_sofia,notebook_sofia,pen_sofia,jacket_sofia,gaming_controller_sofia,phone_leo,keys_leo,backpack_leo,lunchbox_leo,water_bottle_leo,tablet_leo,toy_leo_1,blanket_leo,notebook_leo,pen_leo,jacket_leo,remote_shared_1,gaming_controller_shared_1,charger_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,vacuum_cleaner_shared_1,laundry_basket_shared_1,umbrella_shared_1,suitcase_shared_1
21360,d14 Mon 20:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21420,d14 Mon 21:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21480,d14 Mon 22:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21540,d14 Mon 23:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21600,d15 Tue 00:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21660,d15 Tue 01:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21720,d15 Tue 02:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21780,d15 Tue 03:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21840,d15 Tue 04:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bathroom_shelf_ba1,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,desk_b3,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21900,d15 Tue 05:00,reading_table_l1,reading_table_l1,dish_rack_k1,armchair_l1,medicine_cabinet_ba1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bedroom_floor_b2,desk_b2,kitchen_table_k1,desk_b3,person:resident_4,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,kitchen_table_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
21960,d15 Tue 06:00,reading_table_l1,reading_table_l1,kitchen_table_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,desk_b2,coffee_table_l1,entry_table_e1,desk_b2,chair_k1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,desk_b2,bathroom_shelf_ba1,kitchen_table_k1,desk_b3,person:resident_4,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22020,d15 Tue 07:00,reading_table_l1,reading_table_l1,armchair_l1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,person:resident_1,entry_table_e1,counter_k1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,person:resident_3,sink_k1,entry_hook_e1,bedroom_floor_b4,desk_b2,kitchen_table_k1,desk_b3,person:resident_4,desk_b3,desk_b3,chair_k1,bed_b3,kitchen_table_k1,sink_k1,chair_k2,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,counter_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22080,d15 Tue 08:00,person:resident_1,person:resident_1,dish_rack_k1,armchair_l1,counter_k1,person:resident_1,entry_floor_e1,person:resident_1,person:resident_1,person:resident_1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,entry_floor_e1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,sink_k1,person:resident_4,couch_l1,person:resident_2,person:resident_5,entry_floor_e1,chair_k2,sink_k1,coffee_table_l1,toy_chest_l1,couch_l1,kitchen_table_k1,dish_rack_k1,entry_floor_e1,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22140,d15 Tue 09:00,person:resident_1,person:resident_1,dish_rack_k1,armchair_l1,counter_k1,person:resident_1,entry_floor_e1,person:resident_1,person:resident_1,person:resident_1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,sink_k1,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22200,d15 Tue 10:00,reading_table_l1,armchair_l1,sink_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,counter_k1,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22260,d15 Tue 11:00,reading_table_l1,armchair_l1,sink_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22320,d15 Tue 12:00,reading_table_l1,armchair_l1,sink_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22380,d15 Tue 13:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,couch_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22440,d15 Tue 14:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_3,cupboard_k1,person:resident_3,person:resident_3,person:resident_3,person:resident_3,person:resident_3,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,person:resident_4,person:resident_4,person:resident_4,person:resident_4,person:resident_4,bed_b3,kitchen_table_k1,person:resident_4,person:resident_4,couch_l1,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,person:resident_5,toy_chest_l1,armchair_l1,kitchen_table_k1,dish_rack_k1,person:resident_5,sink_k1,chair_k1,coffee_table_l1,sink_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22500,d15 Tue 15:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,nightstand_b2,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,person:resident_4,chair_k2,couch_l1,counter_k1,person:resident_5,entry_floor_e1,sink_k1,sink_k1,person:resident_2,toy_chest_l1,bed_b4,kitchen_table_k1,dish_rack_k1,entry_floor_e1,sink_k1,chair_k1,coffee_table_l1,counter_k1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22560,d15 Tue 16:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,nightstand_b2,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,desk_b3,chair_k2,couch_l1,counter_k1,person:resident_5,entry_floor_e1,sink_k1,sink_k1,person:resident_2,toy_chest_l1,bed_b4,kitchen_table_k1,kitchen_table_k1,entry_floor_e1,sink_k1,chair_k1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22620,d15 Tue 17:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,nightstand_b2,entry_table_e1,desk_b2,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,desk_b3,chair_k2,couch_l1,counter_k1,person:resident_5,entry_floor_e1,sink_k1,sink_k1,person:resident_2,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,couch_l1,coffee_table_l1,coffee_table_l1,sink_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,bedroom_floor_b2
22680,d15 Tue 18:00,reading_table_l1,armchair_l1,dish_rack_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,desk_b2,counter_k1,entry_table_e1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,entry_floor_e1,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,toy_chest_l1,chair_k2,couch_l1,counter_k1,person:resident_5,entry_floor_e1,sink_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,tv_stand_l1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,entry_floor_e1
22740,d15 Tue 19:00,reading_table_l1,armchair_l1,cupboard_k1,armchair_l1,counter_k1,counter_k1,kitchen_table_k1,reading_table_l1,entry_table_e1,entry_table_e1,desk_b2,counter_k1,entry_table_e1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,cupboard_k1,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,person:resident_4,chair_k2,couch_l1,dish_rack_k1,person:resident_5,dish_rack_k1,sink_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,tv_stand_l1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,entry_floor_e1
22800,d15 Tue 20:00,reading_table_l1,armchair_l1,cupboard_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,desk_b2,counter_k1,entry_table_e1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,cupboard_k1,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,person:resident_4,chair_k2,couch_l1,dish_rack_k1,person:resident_5,dish_rack_k1,sink_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,tv_stand_l1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,entry_floor_e1
22860,d15 Tue 21:00,reading_table_l1,armchair_l1,cupboard_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,desk_b2,counter_k1,entry_table_e1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,cupboard_k1,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,person:resident_4,chair_k2,couch_l1,dish_rack_k1,person:resident_5,dish_rack_k1,sink_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,tv_stand_l1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,entry_floor_e1
22920,d15 Tue 22:00,reading_table_l1,armchair_l1,cupboard_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,desk_b2,counter_k1,entry_table_e1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,cupboard_k1,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,person:resident_4,chair_k2,couch_l1,dish_rack_k1,person:resident_5,dish_rack_k1,sink_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,tv_stand_l1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,entry_floor_e1
22980,d15 Tue 23:00,reading_table_l1,armchair_l1,cupboard_k1,armchair_l1,counter_k1,counter_k1,entry_floor_e1,reading_table_l1,entry_table_e1,entry_table_e1,desk_b2,counter_k1,entry_table_e1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,entry_hook_e1,counter_k1,entry_table_e1,cupboard_k1,entry_floor_e1,sink_k1,sink_k1,entry_hook_e1,bathroom_shelf_ba1,desk_b2,kitchen_table_k1,desk_b3,nightstand_b3,entry_table_e1,desk_b3,desk_b3,bed_b3,kitchen_table_k1,person:resident_4,chair_k2,couch_l1,dish_rack_k1,person:resident_5,dish_rack_k1,sink_k1,sink_k1,coffee_table_l1,toy_chest_l1,bed_b4,kitchen_table_k1,bedroom_floor_b4,entry_floor_e1,sink_k1,tv_stand_l1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,counter_k1,sink_k1,entry_floor_e1,bedroom_floor_b2,cupboard_k1,entry_floor_e1
