t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,toy_1,blanket_1,towel_1,lunchbox_1,wallet_1,wallet_2
13440,d09 Wed 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13500,d09 Wed 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13560,d09 Wed 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13620,d09 Wed 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13680,d09 Wed 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13740,d09 Wed 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13800,d09 Wed 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,bathroom,kitchen,entry,outside
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,outside
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen
13980,d09 Wed 17:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
14160,d09 Wed 20:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
14220,d09 Wed 21:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,bedroom_2
14280,d09 Wed 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14340,d09 Wed 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14400,d10 Thu 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14460,d10 Thu 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14520,d10 Thu 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14580,d10 Thu 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14640,d10 Thu 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14700,d10 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
14760,d10 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
14820,d10 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
14940,d10 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
15000,d10 Thu 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
15060,d10 Thu 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
15120,d10 Thu 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
15180,d10 Thu 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
15240,d10 Thu 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,outside,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
15300,d10 Thu 15:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,outside
15360,d10 Thu 16:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,outside
15420,d10 Thu 17:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,living,living,kitchen,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
15480,d10 Thu 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,kitchen
15540,d10 Thu 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
15600,d10 Thu 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
15660,d10 Thu 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
15720,d10 Thu 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
15780,d10 Thu 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
15840,d11 Fri 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
15900,d11 Fri 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
15960,d11 Fri 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
16020,d11 Fri 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
16080,d11 Fri 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
16140,d11 Fri 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
16200,d11 Fri 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
16260,d11 Fri 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,outside,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16380,d11 Fri 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16440,d11 Fri 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16500,d11 Fri 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16620,d11 Fri 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16680,d11 Fri 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16740,d11 Fri 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16800,d11 Fri 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,outside
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,outside
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
16980,d11 Fri 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
17040,d11 Fri 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
17100,d11 Fri 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
17160,d11 Fri 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17220,d11 Fri 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17280,d12 Sat 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17340,d12 Sat 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17400,d12 Sat 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17460,d12 Sat 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17520,d12 Sat 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17580,d12 Sat 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
17640,d12 Sat 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17700,d12 Sat 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17760,d12 Sat 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17820,d12 Sat 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17880,d12 Sat 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
17940,d12 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18000,d12 Sat 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18060,d12 Sat 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18120,d12 Sat 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18180,d12 Sat 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18240,d12 Sat 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,bedroom_3,living,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
18300,d12 Sat 17:00,kitchen,kitchen,kitchen,living,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_3,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
18360,d12 Sat 18:00,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
18420,d12 Sat 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
18480,d12 Sat 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
18540,d12 Sat 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
18600,d12 Sat 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
18660,d12 Sat 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
18720,d13 Sun 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
18780,d13 Sun 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
18840,d13 Sun 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
18900,d13 Sun 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
18960,d13 Sun 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,bedroom_2
19020,d13 Sun 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19080,d13 Sun 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19140,d13 Sun 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,living,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19260,d13 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19320,d13 Sun 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19380,d13 Sun 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19440,d13 Sun 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19500,d13 Sun 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19560,d13 Sun 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19620,d13 Sun 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,kitchen,kitchen,entry,bedroom_2
19680,d13 Sun 16:00,kitchen,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,kitchen,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen
19740,d13 Sun 17:00,kitchen,kitchen,kitchen,living,bedroom_2,bedroom_3,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,living
19800,d13 Sun 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
19860,d13 Sun 19:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
19920,d13 Sun 20:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
19980,d13 Sun 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,entry,kitchen,living,living,bedroom_3,living,living,entry,kitchen,outside,living,kitchen,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
