t,stamp,phone_nadia,keys_nadia,wallet_nadia,laptop_nadia,water_bottle_nadia,lunchbox_nadia,book_nadia,notebook_nadia,mug_nadia,glasses_nadia,phone_evan,keys_evan,wallet_evan,backpack_evan,laptop_evan,notebook_evan,pen_evan,jacket_evan,mug_evan,phone_leila,keys_leila,wallet_leila,backpack_leila,laptop_leila,headphones_leila,charger_leila,water_bottle_leila,makeup_kit_leila,hairbrush_leila,yoga_mat_leila,phone_mateo,keys_mateo,backpack_mateo,water_bottle_mateo,lunchbox_mateo,notebook_mateo,pen_mateo,toy_mateo,blanket_mateo,tablet_1,remote_1,charger_1,plate_1,plate_2,plate_3,plate_4,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,towel_1,vacuum_cleaner_1
15600,d10 Thu 20:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
15660,d10 Thu 21:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
15720,d10 Thu 22:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
15780,d10 Thu 23:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
15840,d11 Fri 00:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
15900,d11 Fri 01:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
15960,d11 Fri 02:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
16020,d11 Fri 03:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
16080,d11 Fri 04:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
16140,d11 Fri 05:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
16200,d11 Fri 06:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,living
16260,d11 Fri 07:00,bedroom_1,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16320,d11 Fri 08:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16380,d11 Fri 09:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16440,d11 Fri 10:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16500,d11 Fri 11:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16560,d11 Fri 12:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16620,d11 Fri 13:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16680,d11 Fri 14:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16740,d11 Fri 15:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,bedroom_2,bedroom_2,outside,bathroom,bedroom_2,outside,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,living,living,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living
16800,d11 Fri 16:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,living
16860,d11 Fri 17:00,entry,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,living,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,entry
16920,d11 Fri 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,living,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
16980,d11 Fri 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17040,d11 Fri 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17100,d11 Fri 21:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17160,d11 Fri 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17220,d11 Fri 23:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17280,d12 Sat 00:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17340,d12 Sat 01:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17400,d12 Sat 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17460,d12 Sat 03:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17520,d12 Sat 04:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17580,d12 Sat 05:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17640,d12 Sat 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17700,d12 Sat 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17760,d12 Sat 08:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17820,d12 Sat 09:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry
17880,d12 Sat 10:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,living,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,entry
17940,d12 Sat 11:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,living,bedroom_3,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry
18000,d12 Sat 12:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,living,bedroom_3,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,entry
18060,d12 Sat 13:00,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,bedroom_3,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,entry
18120,d12 Sat 14:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,bedroom_3,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,entry
18180,d12 Sat 15:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,bedroom_3,living,bedroom_3,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living
18240,d12 Sat 16:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,bedroom_3,living,bedroom_3,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living
18300,d12 Sat 17:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living
18360,d12 Sat 18:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living
18420,d12 Sat 19:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living
18480,d12 Sat 20:00,entry,kitchen,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living
