t,stamp,mug_elena,mug_marcus,laptop_elena,laptop_marcus,phone_elena,phone_marcus,keys_elena,keys_marcus,wallet_elena,wallet_marcus,book_elena,book_marcus,water_bottle_elena,water_bottle_marcus,remote_shared,charger_elena,charger_marcus,backpack_elena,backpack_marcus,jacket_elena,jacket_marcus,headphones_elena,glasses_elena,notebook_marcus,pen_marcus,blanket_shared,towel_shared,laundry_basket_shared,pot_shared,pan_shared,lunchbox_marcus,umbrella_shared
10500,d07 Mon 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
10560,d07 Mon 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,entry
10620,d07 Mon 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,outside,kitchen,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,living,outside,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,outside,outside
10680,d07 Mon 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,outside,kitchen,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,living,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
10740,d07 Mon 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
10800,d07 Mon 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
10860,d07 Mon 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
10920,d07 Mon 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
10980,d07 Mon 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
11040,d07 Mon 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
11100,d07 Mon 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,kitchen,kitchen,outside,outside
11160,d07 Mon 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
11220,d07 Mon 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
11280,d07 Mon 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11340,d07 Mon 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_2,bedroom_2,entry,kitchen,entry,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry
11400,d07 Mon 22:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11460,d07 Mon 23:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11520,d08 Tue 00:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11580,d08 Tue 01:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11640,d08 Tue 02:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11700,d08 Tue 03:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11760,d08 Tue 04:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11820,d08 Tue 05:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11880,d08 Tue 06:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
11940,d08 Tue 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,bedroom_1,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry
12000,d08 Tue 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,entry,kitchen,kitchen,kitchen,entry
12060,d08 Tue 09:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,outside,outside,bedroom_2,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,bedroom_2,outside,bedroom_2,kitchen,kitchen,entry,bedroom_1,entry,kitchen,kitchen,outside,outside
12120,d08 Tue 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,outside,kitchen,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,kitchen,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12180,d08 Tue 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12240,d08 Tue 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12300,d08 Tue 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12360,d08 Tue 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12420,d08 Tue 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12480,d08 Tue 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12540,d08 Tue 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,outside,outside
12600,d08 Tue 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,kitchen,entry
12660,d08 Tue 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry
12720,d08 Tue 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
12780,d08 Tue 21:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,entry,entry,entry,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
12840,d08 Tue 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
12900,d08 Tue 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
12960,d09 Wed 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13020,d09 Wed 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13080,d09 Wed 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13140,d09 Wed 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13200,d09 Wed 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13260,d09 Wed 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13320,d09 Wed 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13380,d09 Wed 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13440,d09 Wed 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,living,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
13500,d09 Wed 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,outside,outside,entry,outside,outside,living,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,kitchen,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
13560,d09 Wed 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,outside,entry,outside,outside,living,bedroom_2,kitchen,outside,living,kitchen,bedroom_2,outside,outside,outside,kitchen,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
13620,d09 Wed 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
13680,d09 Wed 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
13740,d09 Wed 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
13800,d09 Wed 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
13860,d09 Wed 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
13920,d09 Wed 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
13980,d09 Wed 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry
14100,d09 Wed 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14160,d09 Wed 20:00,kitchen,kitchen,bedroom_1,kitchen,living,living,entry,living,entry,entry,living,bedroom_2,bedroom_1,living,living,bedroom_1,bedroom_2,entry,entry,entry,living,bedroom_1,kitchen,living,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14220,d09 Wed 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
14280,d09 Wed 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14340,d09 Wed 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14400,d10 Thu 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14460,d10 Thu 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14520,d10 Thu 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14580,d10 Thu 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14640,d10 Thu 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14700,d10 Thu 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14760,d10 Thu 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14820,d10 Thu 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,living,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14880,d10 Thu 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,kitchen,entry,bedroom_2,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,bedroom_2,bedroom_1,bedroom_2,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
14940,d10 Thu 09:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15000,d10 Thu 10:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,kitchen,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15060,d10 Thu 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15120,d10 Thu 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15180,d10 Thu 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15240,d10 Thu 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15300,d10 Thu 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15360,d10 Thu 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15420,d10 Thu 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,bedroom_2,bedroom_1,outside,living,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,outside,outside
15480,d10 Thu 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
15540,d10 Thu 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
15600,d10 Thu 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
15660,d10 Thu 21:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,entry,kitchen,kitchen,kitchen,entry
15720,d10 Thu 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,entry,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
