t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,mug_mara,water_bottle_mara,headphones_mara,notebook_mara,pen_mara,book_mara,charger_mara,backpack_mara,jacket_mara,glasses_mara,yoga_mat_mara,laptop_leon,phone_leon,keys_leon,wallet_leon,tablet_leon,headphones_leon,notebook_leon,pen_leon,water_bottle_leon,backpack_leon,jacket_leon,gaming_controller_leon,mug_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,blanket_shared_1,towel_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,watering_can_shared_1,umbrella_shared_1
20880,d14 Mon 12:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
20940,d14 Mon 13:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_1,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21000,d14 Mon 14:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_1,bedroom_1,kitchen,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21060,d14 Mon 15:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21120,d14 Mon 16:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21180,d14 Mon 17:00,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,entry,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21240,d14 Mon 18:00,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21300,d14 Mon 19:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bathroom,bedroom_2,kitchen,kitchen,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
21360,d14 Mon 20:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bathroom,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21420,d14 Mon 21:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21480,d14 Mon 22:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21540,d14 Mon 23:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21600,d15 Tue 00:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21660,d15 Tue 01:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21720,d15 Tue 02:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21780,d15 Tue 03:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21840,d15 Tue 04:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21900,d15 Tue 05:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
21960,d15 Tue 06:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22020,d15 Tue 07:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22080,d15 Tue 08:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22140,d15 Tue 09:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22200,d15 Tue 10:00,bedroom_2,kitchen,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22260,d15 Tue 11:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,kitchen,entry,entry,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22320,d15 Tue 12:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22380,d15 Tue 13:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22440,d15 Tue 14:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22500,d15 Tue 15:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,bedroom_1,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22560,d15 Tue 16:00,outside,outside,outside,outside,kitchen,outside,outside,outside,kitchen,bedroom_1,living,outside,outside,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22620,d15 Tue 17:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,entry,bedroom_2,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
22680,d15 Tue 18:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
22740,d15 Tue 19:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
22800,d15 Tue 20:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
22860,d15 Tue 21:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
22920,d15 Tue 22:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
22980,d15 Tue 23:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23040,d16 Wed 00:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23100,d16 Wed 01:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23160,d16 Wed 02:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23220,d16 Wed 03:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23280,d16 Wed 04:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23340,d16 Wed 05:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23400,d16 Wed 06:00,bedroom_2,bedroom_2,entry,entry,kitchen,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23460,d16 Wed 07:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23520,d16 Wed 08:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,living,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23580,d16 Wed 09:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,entry,bedroom_2,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,entry,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23640,d16 Wed 10:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23700,d16 Wed 11:00,bedroom_2,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23760,d16 Wed 12:00,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,entry,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23820,d16 Wed 13:00,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23880,d16 Wed 14:00,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
23940,d16 Wed 15:00,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
24000,d16 Wed 16:00,outside,outside,outside,outside,bedroom_2,outside,outside,outside,bedroom_2,living,kitchen,outside,outside,kitchen,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
24060,d16 Wed 17:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,kitchen,kitchen,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
24120,d16 Wed 18:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24180,d16 Wed 19:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,bedroom_1,kitchen,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24240,d16 Wed 20:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24300,d16 Wed 21:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24360,d16 Wed 22:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24420,d16 Wed 23:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24480,d17 Thu 00:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24540,d17 Thu 01:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24600,d17 Thu 02:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24660,d17 Thu 03:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24720,d17 Thu 04:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24780,d17 Thu 05:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24840,d17 Thu 06:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
24900,d17 Thu 07:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
