t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,laptop_2,phone_1,phone_2,phone_3,phone_4,keys_1,keys_2,book_1,book_2,book_3,book_4,water_bottle_1,water_bottle_2,water_bottle_3,water_bottle_4,remote_1,charger_1,charger_2,backpack_1,backpack_2,jacket_1,jacket_2,jacket_3,jacket_4,headphones_1,headphones_2,glasses_1,glasses_2,notebook_1,notebook_2,notebook_3,notebook_4,pen_1,pen_2,pen_3
9060,d06 Sun 07:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9120,d06 Sun 08:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9180,d06 Sun 09:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9240,d06 Sun 10:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9300,d06 Sun 11:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9360,d06 Sun 12:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9420,d06 Sun 13:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9480,d06 Sun 14:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9540,d06 Sun 15:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9600,d06 Sun 16:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9660,d06 Sun 17:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9720,d06 Sun 18:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
9780,d06 Sun 19:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
9840,d06 Sun 20:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
9900,d06 Sun 21:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
9960,d06 Sun 22:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,living,entry,entry,entry,living,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,living,living,bedroom_1,kitchen,living
10020,d06 Sun 23:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10080,d07 Mon 00:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10140,d07 Mon 01:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10200,d07 Mon 02:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10260,d07 Mon 03:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10320,d07 Mon 04:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10380,d07 Mon 05:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10440,d07 Mon 06:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10500,d07 Mon 07:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
10560,d07 Mon 08:00,kitchen,living,entry,kitchen,kitchen,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,kitchen,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10620,d07 Mon 09:00,kitchen,living,entry,kitchen,living,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10680,d07 Mon 10:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10740,d07 Mon 11:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10800,d07 Mon 12:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10860,d07 Mon 13:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10920,d07 Mon 14:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
10980,d07 Mon 15:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
11040,d07 Mon 16:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
11100,d07 Mon 17:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
11160,d07 Mon 18:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
11220,d07 Mon 19:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
11280,d07 Mon 20:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
11340,d07 Mon 21:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
11400,d07 Mon 22:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11460,d07 Mon 23:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11520,d08 Tue 00:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11580,d08 Tue 01:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11640,d08 Tue 02:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11700,d08 Tue 03:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11760,d08 Tue 04:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11820,d08 Tue 05:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11880,d08 Tue 06:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
11940,d08 Tue 07:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,entry,kitchen,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,kitchen,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3
12000,d08 Tue 08:00,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12060,d08 Tue 09:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12120,d08 Tue 10:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12180,d08 Tue 11:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12240,d08 Tue 12:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12300,d08 Tue 13:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12360,d08 Tue 14:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12420,d08 Tue 15:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12480,d08 Tue 16:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,bedroom_3,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12540,d08 Tue 17:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12600,d08 Tue 18:00,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12660,d08 Tue 19:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
12720,d08 Tue 20:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
12780,d08 Tue 21:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
12840,d08 Tue 22:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12900,d08 Tue 23:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
12960,d09 Wed 00:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13020,d09 Wed 01:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13080,d09 Wed 02:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13140,d09 Wed 03:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13200,d09 Wed 04:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13260,d09 Wed 05:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13320,d09 Wed 06:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13380,d09 Wed 07:00,kitchen,living,kitchen,living,kitchen,living,kitchen,kitchen,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,bedroom_1,kitchen,kitchen,living,living,kitchen,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
13440,d09 Wed 08:00,kitchen,living,entry,living,living,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13500,d09 Wed 09:00,kitchen,living,entry,living,bedroom_1,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13560,d09 Wed 10:00,kitchen,living,entry,living,bedroom_1,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
13620,d09 Wed 11:00,kitchen,living,entry,living,bedroom_1,living,kitchen,outside,outside,living,kitchen,entry,kitchen,bedroom_2,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
