t,stamp,phone_maya,keys_maya,wallet_maya,backpack_maya,laptop_maya,charger_maya,mug_maya,water_bottle_maya,lunchbox_maya,book_maya,notebook_maya,pen_maya,jacket_maya,phone_elliot,keys_elliot,wallet_elliot,backpack_elliot,laptop_elliot,charger_elliot,mug_elliot,headphones_elliot,lunchbox_elliot,jacket_elliot,glasses_elliot,plate_1,plate_2,bowl_1,bowl_2,pot_1,pan_1,remote_1,blanket_1,laundry_basket_1,vacuum_cleaner_1,watering_can_1,towel_1
9300,d06 Sun 11:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom
9360,d06 Sun 12:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9420,d06 Sun 13:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9480,d06 Sun 14:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9540,d06 Sun 15:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9600,d06 Sun 16:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9660,d06 Sun 17:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9720,d06 Sun 18:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9780,d06 Sun 19:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen
9840,d06 Sun 20:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9900,d06 Sun 21:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
9960,d06 Sun 22:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10020,d06 Sun 23:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10080,d07 Mon 00:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10140,d07 Mon 01:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10200,d07 Mon 02:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10260,d07 Mon 03:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10320,d07 Mon 04:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10380,d07 Mon 05:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10440,d07 Mon 06:00,living,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10500,d07 Mon 07:00,bedroom_1,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,bathroom
10560,d07 Mon 08:00,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen
10620,d07 Mon 09:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10680,d07 Mon 10:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10740,d07 Mon 11:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10800,d07 Mon 12:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10860,d07 Mon 13:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10920,d07 Mon 14:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
10980,d07 Mon 15:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
11040,d07 Mon 16:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
11100,d07 Mon 17:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
11160,d07 Mon 18:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,bathroom
11220,d07 Mon 19:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,living,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
11280,d07 Mon 20:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11340,d07 Mon 21:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,kitchen,entry,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11400,d07 Mon 22:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bathroom,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11460,d07 Mon 23:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11520,d08 Tue 00:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11580,d08 Tue 01:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11640,d08 Tue 02:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11700,d08 Tue 03:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11760,d08 Tue 04:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11820,d08 Tue 05:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11880,d08 Tue 06:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
11940,d08 Tue 07:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
12000,d08 Tue 08:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,kitchen,kitchen
12060,d08 Tue 09:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12120,d08 Tue 10:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12180,d08 Tue 11:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12240,d08 Tue 12:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12300,d08 Tue 13:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12360,d08 Tue 14:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12420,d08 Tue 15:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12480,d08 Tue 16:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12540,d08 Tue 17:00,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12600,d08 Tue 18:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12660,d08 Tue 19:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12720,d08 Tue 20:00,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12780,d08 Tue 21:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12840,d08 Tue 22:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12900,d08 Tue 23:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
12960,d09 Wed 00:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13020,d09 Wed 01:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13080,d09 Wed 02:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13140,d09 Wed 03:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13200,d09 Wed 04:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13260,d09 Wed 05:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13320,d09 Wed 06:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bathroom
13380,d09 Wed 07:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13440,d09 Wed 08:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen
13500,d09 Wed 09:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13560,d09 Wed 10:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13620,d09 Wed 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13680,d09 Wed 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13740,d09 Wed 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13800,d09 Wed 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13860,d09 Wed 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13920,d09 Wed 16:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
13980,d09 Wed 17:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bathroom
