t,stamp,phone_nadia,keys_nadia,wallet_nadia,laptop_nadia,water_bottle_nadia,lunchbox_nadia,book_nadia,notebook_nadia,mug_nadia,glasses_nadia,phone_evan,keys_evan,wallet_evan,backpack_evan,laptop_evan,notebook_evan,pen_evan,jacket_evan,mug_evan,phone_leila,keys_leila,wallet_leila,backpack_leila,laptop_leila,headphones_leila,charger_leila,water_bottle_leila,makeup_kit_leila,hairbrush_leila,yoga_mat_leila,phone_mateo,keys_mateo,backpack_mateo,water_bottle_mateo,lunchbox_mateo,notebook_mateo,pen_mateo,toy_mateo,blanket_mateo,tablet_1,remote_1,charger_1,plate_1,plate_2,plate_3,plate_4,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,towel_1,vacuum_cleaner_1
17460,d12 Sat 03:00,counter_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,kitchen_table_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,dish_rack_k1,cupboard_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17520,d12 Sat 04:00,counter_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,kitchen_table_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,dish_rack_k1,cupboard_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17580,d12 Sat 05:00,counter_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,kitchen_table_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,dish_rack_k1,cupboard_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17640,d12 Sat 06:00,counter_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,kitchen_table_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,dish_rack_k1,cupboard_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17700,d12 Sat 07:00,counter_k1,entry_table_e1,entry_table_e1,kitchen_table_k1,dish_rack_k1,sink_k1,nightstand_b1,counter_k1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,kitchen_table_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,kitchen_table_k1,cupboard_k1,sink_k1,dish_rack_k1,cupboard_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17760,d12 Sat 08:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,dish_rack_k1,sink_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17820,d12 Sat 09:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,desk_b2,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,kitchen_table_k1,bed_b3,couch_l1,couch_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,dish_rack_k1,kitchen_table_k1,nightstand_b2,cupboard_k1,cupboard_k1,bedroom_floor_b1,bedroom_floor_b1,entry_floor_e1
17880,d12 Sat 10:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,coffee_table_l1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,bedroom_floor_b3,sink_k1,counter_k1,sink_k1,dish_rack_k1,kitchen_table_k1,counter_k1,cupboard_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
17940,d12 Sat 11:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,coffee_table_l1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,bedroom_floor_b3,sink_k1,nightstand_b2,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,bedroom_floor_b2,bedroom_floor_b2,entry_floor_e1
18000,d12 Sat 12:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,coffee_table_l1,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,person:resident_2,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,kitchen_table_k1,chair_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,bedroom_floor_b3,sink_k1,nightstand_b2,sink_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_floor_e1,towel_rack_ba1,entry_floor_e1
18060,d12 Sat 13:00,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,person:resident_1,nightstand_b1,person:resident_1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,entry_table_e1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,desk_b3,chair_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,bedroom_floor_b3,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,entry_floor_e1,towel_rack_ba1,entry_floor_e1
18120,d12 Sat 14:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,kitchen_table_k1,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,desk_b3,desk_b3,toy_chest_l1,bed_b3,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,counter_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,entry_floor_e1
18180,d12 Sat 15:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,dish_rack_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,bathroom_shelf_ba1,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,dish_rack_k1,desk_b3,desk_b3,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,counter_k1,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18240,d12 Sat 16:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,counter_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,coffee_table_l1,counter_k1,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,desk_b3,desk_b3,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,counter_k1,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18300,d12 Sat 17:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,counter_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,coffee_table_l1,chair_k2,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,counter_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,counter_k1,sink_k1,nightstand_b2,kitchen_table_k1,dish_rack_k1,kitchen_table_k1,kitchen_table_k1,sink_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18360,d12 Sat 18:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,counter_k1,sink_k1,nightstand_b1,desk_b1,sink_k1,coffee_table_l1,chair_k2,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,entry_table_e1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,counter_k1,sink_k1,sink_k1,sink_k1,sink_k1,sink_k1,kitchen_table_k1,sink_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18420,d12 Sat 19:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,counter_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,coffee_table_l1,chair_k2,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18480,d12 Sat 20:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,counter_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,coffee_table_l1,chair_k2,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,kitchen_table_k1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18540,d12 Sat 21:00,entry_table_e1,counter_k1,entry_table_e1,desk_b1,counter_k1,sink_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,chair_k1,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,nightstand_b1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18600,d12 Sat 22:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,nightstand_b1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18660,d12 Sat 23:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18720,d13 Sun 00:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18780,d13 Sun 01:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18840,d13 Sun 02:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18900,d13 Sun 03:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
18960,d13 Sun 04:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
19020,d13 Sun 05:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
19080,d13 Sun 06:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
19140,d13 Sun 07:00,cupboard_k1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,cupboard_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
19200,d13 Sun 08:00,person:resident_1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,counter_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,counter_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,kitchen_table_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,dish_rack_k1,sink_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
19260,d13 Sun 09:00,person:resident_1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,dish_rack_k1,nightstand_b1,chair_k2,counter_k1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,bathroom_shelf_ba1,desk_b2,bedroom_floor_b2,sink_k1,counter_k1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,cupboard_k1,cupboard_k1,kitchen_table_k1,towel_rack_ba1,couch_l1
19320,d13 Sun 10:00,person:resident_1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,nightstand_b1,desk_b1,dish_rack_k1,nightstand_b1,chair_k2,entry_table_e1,nightstand_b1,chair_k1,chair_k1,chair_k1,chair_k1,entry_hook_e1,sink_k1,nightstand_b2,bedroom_floor_b2,dish_rack_k1,bedroom_floor_b2,desk_b2,desk_b2,nightstand_b2,desk_b2,desk_b2,desk_b2,bedroom_floor_b2,sink_k1,entry_table_e1,entry_floor_e1,kitchen_table_k1,counter_k1,desk_b3,counter_k1,toy_chest_l1,bed_b3,couch_l1,coffee_table_l1,counter_k1,sink_k1,cupboard_k1,sink_k1,dish_rack_k1,dish_rack_k1,kitchen_table_k1,dish_rack_k1,cupboard_k1,bedroom_floor_b1,towel_rack_ba1,desk_b2
