t,stamp,mug_1,mug_2,laptop_alex,laptop_bella,laptop_chad,laptop_dana,phone_alex,phone_bella,phone_chad,phone_dana,keys_alex,keys_bella,keys_chad,keys_dana,wallet_alex,wallet_bella,wallet_chad,wallet_dana,book_alex,book_bella,book_chad,book_dana,water_bottle_alex,water_bottle_bella,water_bottle_chad,water_bottle_dana,remote_1,charger_alex,charger_bella,charger_chad,charger_dana,backpack_alex,backpack_bella,backpack_chad,backpack_dana,jacket_alex,jacket_bella,jacket_chad,jacket_dana,headphones_bella,headphones_chad,glasses_alex,glasses_dana,notebook_bella,notebook_dana,pen_1,pen_2,medication_bottle_alex,toy_chad,blanket_1,towel_1,towel_2,gaming_controller_chad,dog_leash_none,lunchbox_alex,lunchbox_dana,umbrella_dana,laundry_basket_1,laundry_basket_2,vacuum_cleaner_1
15960,d11 Fri 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16020,d11 Fri 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16080,d11 Fri 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16140,d11 Fri 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16200,d11 Fri 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16260,d11 Fri 07:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_1,bedroom_2,kitchen,bathroom,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bathroom,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16320,d11 Fri 08:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,living,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,living,outside,outside,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
16380,d11 Fri 09:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,living,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,living,outside,outside,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
16440,d11 Fri 10:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,living,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_2,bedroom_2,living,outside,outside,kitchen,bedroom_3,outside,outside,bedroom_2,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_2,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
16500,d11 Fri 11:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,living,outside,outside,kitchen,bathroom,outside,outside,bedroom_2,kitchen,outside,bedroom_2,bathroom,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
16560,d11 Fri 12:00,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
16620,d11 Fri 13:00,kitchen,kitchen,outside,bedroom_2,outside,outside,outside,bedroom_2,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,outside,outside,outside,bedroom_2,outside,outside,outside,bedroom_2,outside,outside,living,bedroom_1,bedroom_2,outside,outside,outside,entry,outside,outside,outside,bedroom_2,outside,outside,bedroom_2,outside,outside,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
16680,d11 Fri 14:00,kitchen,kitchen,bedroom_1,bedroom_2,outside,living,bedroom_1,bedroom_2,outside,living,entry,entry,outside,living,bedroom_1,bedroom_2,outside,living,bedroom_1,bedroom_2,outside,living,bedroom_1,bedroom_2,outside,living,living,bedroom_1,bedroom_2,outside,living,bedroom_1,entry,outside,living,bedroom_1,bedroom_2,outside,living,bedroom_2,outside,bedroom_1,living,bedroom_2,living,living,bedroom_4,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,living,living,entry,entry,entry
16740,d11 Fri 15:00,kitchen,kitchen,bedroom_1,bedroom_2,outside,outside,bedroom_1,bedroom_2,outside,outside,bedroom_1,entry,outside,outside,bedroom_1,bedroom_2,outside,outside,bedroom_1,bedroom_2,outside,outside,bedroom_1,bedroom_2,outside,outside,living,bedroom_1,bedroom_2,outside,outside,bedroom_1,entry,outside,outside,bedroom_1,bedroom_2,outside,outside,bedroom_2,outside,bedroom_1,outside,bedroom_2,outside,bedroom_2,kitchen,bedroom_1,outside,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
16800,d11 Fri 16:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,entry,kitchen,entry,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,entry,bedroom_3,outside,bedroom_1,bedroom_2,kitchen,outside,bedroom_2,kitchen,bedroom_1,outside,bedroom_2,outside,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
16860,d11 Fri 17:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
16920,d11 Fri 18:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
16980,d11 Fri 19:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,kitchen,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17040,d11 Fri 20:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17100,d11 Fri 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,entry,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17160,d11 Fri 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_3,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_3,living,kitchen,bedroom_3,bedroom_3,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17220,d11 Fri 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17280,d12 Sat 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17340,d12 Sat 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17400,d12 Sat 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17460,d12 Sat 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17520,d12 Sat 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17580,d12 Sat 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17640,d12 Sat 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,kitchen,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
17700,d12 Sat 07:00,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,living,bedroom_1,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1
17760,d12 Sat 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,bedroom_1
17820,d12 Sat 09:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,kitchen,bedroom_3,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,kitchen,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen
17880,d12 Sat 10:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,entry,kitchen,entry,outside,bedroom_1,kitchen,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,living,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,entry,bedroom_3,outside,bedroom_1,kitchen,kitchen,outside,kitchen,bedroom_3,bedroom_1,outside,bedroom_2,outside,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
17940,d12 Sat 11:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,entry,kitchen,entry,outside,bedroom_1,kitchen,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,living,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,entry,bedroom_3,outside,bedroom_1,kitchen,kitchen,outside,kitchen,bedroom_3,bedroom_1,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
18000,d12 Sat 12:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,living,outside,outside,kitchen,entry,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,outside,bedroom_3,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
18060,d12 Sat 13:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,living,bedroom_4,outside,kitchen,entry,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,entry,bedroom_3,entry,outside,kitchen,kitchen,bedroom_4,bedroom_2,living,outside,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,living,entry,outside,kitchen,entry,entry,entry,entry
18120,d12 Sat 14:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,entry,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,living,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18180,d12 Sat 15:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,entry,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,living,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18240,d12 Sat 16:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,entry,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18300,d12 Sat 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
