t,stamp,laptop_arthur,phone_arthur,keys_arthur,glasses_arthur,water_bottle_arthur,tablet_elena,phone_elena,keys_elena,makeup_kit_elena,notebook_elena,pen_elena,toy_leo,blanket_leo,water_bottle_leo,plate_shared,bowl_shared,mug_arthur,mug_elena,remote_shared,laundry_basket_shared
9960,d06 Sun 22:00,desk_b1,couch_l1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
10020,d06 Sun 23:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10080,d07 Mon 00:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10140,d07 Mon 01:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10200,d07 Mon 02:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10260,d07 Mon 03:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10320,d07 Mon 04:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10380,d07 Mon 05:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10440,d07 Mon 06:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10500,d07 Mon 07:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
10560,d07 Mon 08:00,bed_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,bookshelf_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,desk_b1,counter_k1,coffee_table_l1,entry_floor_e1
10620,d07 Mon 09:00,bed_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,sink_k1,sink_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
10680,d07 Mon 10:00,bed_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,armchair_l1,couch_l1,bed_b2,couch_l1,sink_k1,sink_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
10740,d07 Mon 11:00,bed_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,sink_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,armchair_l1,couch_l1,bed_b2,couch_l1,sink_k1,sink_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
10800,d07 Mon 12:00,bed_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,sink_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,armchair_l1,couch_l1,bed_b2,couch_l1,sink_k1,sink_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
10860,d07 Mon 13:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,counter_k1,bed_b2,counter_k1,cupboard_k1,sink_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
10920,d07 Mon 14:00,bed_b1,desk_b1,entry_table_e1,couch_l1,desk_b1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,entry_floor_e1
10980,d07 Mon 15:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
11040,d07 Mon 16:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
11100,d07 Mon 17:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,counter_k1,cupboard_k1,cupboard_k1,coffee_table_l1,coffee_table_l1,couch_l1,entry_floor_e1
11160,d07 Mon 18:00,bed_b1,counter_k1,entry_table_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,kitchen_table_k1,couch_l1,couch_l1,entry_floor_e1
11220,d07 Mon 19:00,bed_b1,counter_k1,entry_table_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,bed_b2,kitchen_table_k1,kitchen_table_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11280,d07 Mon 20:00,desk_b1,couch_l1,counter_k1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,kitchen_table_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
11340,d07 Mon 21:00,desk_b1,couch_l1,counter_k1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
11400,d07 Mon 22:00,desk_b1,couch_l1,counter_k1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
11460,d07 Mon 23:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11520,d08 Tue 00:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11580,d08 Tue 01:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11640,d08 Tue 02:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11700,d08 Tue 03:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11760,d08 Tue 04:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11820,d08 Tue 05:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11880,d08 Tue 06:00,desk_b1,coffee_table_l1,counter_k1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
11940,d08 Tue 07:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,coffee_table_l1,sink_k1,bed_b2,counter_k1,cupboard_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
12000,d08 Tue 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,kitchen_table_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12060,d08 Tue 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,sink_k1,sink_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
12120,d08 Tue 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
12180,d08 Tue 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12240,d08 Tue 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12300,d08 Tue 13:00,bed_b1,kitchen_table_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
12360,d08 Tue 14:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
12420,d08 Tue 15:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
12480,d08 Tue 16:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
12540,d08 Tue 17:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
12600,d08 Tue 18:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
12660,d08 Tue 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12720,d08 Tue 20:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12780,d08 Tue 21:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12840,d08 Tue 22:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
12900,d08 Tue 23:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
12960,d09 Wed 00:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13020,d09 Wed 01:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13080,d09 Wed 02:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13140,d09 Wed 03:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13200,d09 Wed 04:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13260,d09 Wed 05:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13320,d09 Wed 06:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13380,d09 Wed 07:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
13440,d09 Wed 08:00,desk_b1,kitchen_table_k1,entry_table_e1,desk_b1,desk_b1,desk_b1,kitchen_table_k1,desk_b1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
13500,d09 Wed 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,sink_k1,cupboard_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
13560,d09 Wed 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,counter_k1,sink_k1,cupboard_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
13620,d09 Wed 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,sink_k1,cupboard_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
13680,d09 Wed 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,couch_l1,sink_k1,sink_k1,cupboard_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
13740,d09 Wed 13:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,couch_l1,couch_l1,couch_l1,couch_l1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,couch_l1,counter_k1,sink_k1,counter_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
13800,d09 Wed 14:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
13860,d09 Wed 15:00,desk_b1,desk_b1,kitchen_table_k1,desk_b1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13920,d09 Wed 16:00,desk_b1,desk_b1,kitchen_table_k1,desk_b1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
13980,d09 Wed 17:00,desk_b1,desk_b1,kitchen_table_k1,desk_b1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
14040,d09 Wed 18:00,desk_b1,desk_b1,kitchen_table_k1,desk_b1,coffee_table_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,cupboard_k1,sink_k1,coffee_table_l1,coffee_table_l1,couch_l1,entry_floor_e1
14100,d09 Wed 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,couch_l1,counter_k1,couch_l1,counter_k1,sink_k1,cupboard_k1,kitchen_table_k1,couch_l1,coffee_table_l1,entry_floor_e1
14160,d09 Wed 20:00,desk_b1,couch_l1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
14220,d09 Wed 21:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
14280,d09 Wed 22:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
14340,d09 Wed 23:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14400,d10 Thu 00:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14460,d10 Thu 01:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14520,d10 Thu 02:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14580,d10 Thu 03:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14640,d10 Thu 04:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14700,d10 Thu 05:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14760,d10 Thu 06:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,tv_stand_l1,bed_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,armchair_l1,entry_floor_e1
14820,d10 Thu 07:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
14880,d10 Thu 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,dish_rack_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
14940,d10 Thu 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
15000,d10 Thu 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
