t,stamp,mug_1,mug_2,bowl_1,bowl_2,plate_1,plate_2,laptop_1,laptop_2,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,backpack_1,backpack_2,jacket_1,jacket_2,charger_1,charger_2,notebook_1,pen_1,medication_bottle_1,toy_1,toy_2,blanket_1,blanket_2,dog_leash_1,towel_1,towel_2,wallet_1,wallet_2,umbrella_1,remote_1,headphones_1,lunchbox_1,lunchbox_2,gaming_controller_1
14880,d10 Thu 08:00,counter_k1,counter_k1,kitchen_table_k1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
14940,d10 Thu 09:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15000,d10 Thu 10:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15060,d10 Thu 11:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15120,d10 Thu 12:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15180,d10 Thu 13:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15240,d10 Thu 14:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15300,d10 Thu 15:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
15360,d10 Thu 16:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15420,d10 Thu 17:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,person:resident_2,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15480,d10 Thu 18:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15540,d10 Thu 19:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15600,d10 Thu 20:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15660,d10 Thu 21:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bedroom_floor_b3,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15720,d10 Thu 22:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15780,d10 Thu 23:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15840,d11 Fri 00:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15900,d11 Fri 01:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
15960,d11 Fri 02:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16020,d11 Fri 03:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16080,d11 Fri 04:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16140,d11 Fri 05:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16200,d11 Fri 06:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16260,d11 Fri 07:00,counter_k1,nightstand_b2,counter_k1,counter_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,person:resident_3,counter_k1,person:resident_3,entry_table_e1,chair_k1,person:resident_3,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,person:resident_3,counter_k1,coffee_table_l1
16320,d11 Fri 08:00,counter_k1,counter_k1,kitchen_table_k1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,counter_k1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16380,d11 Fri 09:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16440,d11 Fri 10:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16500,d11 Fri 11:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16560,d11 Fri 12:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16620,d11 Fri 13:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16680,d11 Fri 14:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,ELSEWHERE,entry_table_e1,chair_k1,ELSEWHERE,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16740,d11 Fri 15:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,ELSEWHERE,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,ELSEWHERE,counter_k1,coffee_table_l1
16800,d11 Fri 16:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16860,d11 Fri 17:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,person:resident_2,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,person:resident_2,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16920,d11 Fri 18:00,counter_k1,nightstand_b2,couch_l1,sink_k1,counter_k1,counter_k1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
16980,d11 Fri 19:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
17040,d11 Fri 20:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b2,entry_hook_e1,couch_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
17100,d11 Fri 21:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,person:resident_2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,couch_l1,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
17160,d11 Fri 22:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
17220,d11 Fri 23:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
17280,d12 Sat 00:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
17340,d12 Sat 01:00,counter_k1,nightstand_b2,sink_k1,sink_k1,sink_k1,couch_l1,counter_k1,kitchen_table_k1,counter_k1,nightstand_b2,bed_b2,entry_hook_e1,coffee_table_l1,bed_b3,couch_l1,counter_k1,entry_floor_e1,entry_table_e1,chair_k1,entry_floor_e1,nightstand_b2,counter_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,bed_b3,bed_b3,bed_b3,entry_floor_e1,towel_rack_ba1,towel_rack_ba1,entry_table_e1,kitchen_table_k1,entry_hook_e1,coffee_table_l1,counter_k1,counter_k1,counter_k1,coffee_table_l1
