t,stamp,mug_arthur,mug_martha,mug_shared_1,phone_arthur,phone_martha,keys_arthur,keys_martha,wallet_arthur,wallet_martha,glasses_arthur,glasses_martha,book_arthur_1,book_martha_1,notebook_arthur,notebook_martha,water_bottle_arthur,water_bottle_martha,remote_shared,laptop_martha,watering_can_shared,jacket_martha,blanket_shared,pen_arthur,vacuum_cleaner_shared
13740,d09 Wed 13:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,living,bedroom_1,entry
13800,d09 Wed 14:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,living,bedroom_1,entry
13860,d09 Wed 15:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,outside,living,bedroom_1,entry
13920,d09 Wed 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
13980,d09 Wed 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
14100,d09 Wed 19:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14160,d09 Wed 20:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14220,d09 Wed 21:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14280,d09 Wed 22:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14340,d09 Wed 23:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14400,d10 Thu 00:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14460,d10 Thu 01:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14520,d10 Thu 02:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14580,d10 Thu 03:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14640,d10 Thu 04:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14700,d10 Thu 05:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14760,d10 Thu 06:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14820,d10 Thu 07:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen
14940,d10 Thu 09:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
15000,d10 Thu 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15060,d10 Thu 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15120,d10 Thu 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15180,d10 Thu 13:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,kitchen,outside,kitchen,outside,living,kitchen,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,outside,kitchen,bedroom_1,entry
15240,d10 Thu 14:00,bedroom_1,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,outside,kitchen,bedroom_1,entry
15300,d10 Thu 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15360,d10 Thu 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15420,d10 Thu 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15480,d10 Thu 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15540,d10 Thu 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_1,entry
15600,d10 Thu 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
15660,d10 Thu 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
15720,d10 Thu 22:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bathroom
15780,d10 Thu 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
15840,d11 Fri 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
15900,d11 Fri 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
15960,d11 Fri 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
16020,d11 Fri 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
16080,d11 Fri 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
16140,d11 Fri 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
16200,d11 Fri 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
16260,d11 Fri 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bedroom_1
16320,d11 Fri 08:00,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16380,d11 Fri 09:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
16440,d11 Fri 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
16500,d11 Fri 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
16560,d11 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,kitchen,entry,entry,living,kitchen,entry
16620,d11 Fri 13:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16680,d11 Fri 14:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16740,d11 Fri 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,entry,outside,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16800,d11 Fri 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16860,d11 Fri 17:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16920,d11 Fri 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
16980,d11 Fri 19:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
17040,d11 Fri 20:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
17100,d11 Fri 21:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,living,entry,entry,living,bedroom_1,entry
17160,d11 Fri 22:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bathroom
17220,d11 Fri 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17280,d12 Sat 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17340,d12 Sat 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17400,d12 Sat 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17460,d12 Sat 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17520,d12 Sat 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17580,d12 Sat 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17640,d12 Sat 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17700,d12 Sat 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,kitchen,living,bedroom_1,entry
17760,d12 Sat 08:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,living,kitchen,entry,kitchen,living,bedroom_1,entry
17820,d12 Sat 09:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom_1,entry
17880,d12 Sat 10:00,bedroom_1,kitchen,kitchen,bedroom_1,living,outside,entry,outside,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,kitchen,living,bedroom_1,entry
17940,d12 Sat 11:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,kitchen,living,bedroom_1,entry
18000,d12 Sat 12:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,kitchen,living,bedroom_1,entry
18060,d12 Sat 13:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,bedroom_1,entry
18120,d12 Sat 14:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18180,d12 Sat 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18240,d12 Sat 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18300,d12 Sat 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18360,d12 Sat 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18420,d12 Sat 19:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18480,d12 Sat 20:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
18540,d12 Sat 21:00,bedroom_1,kitchen,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,living,entry,entry,living,bedroom_1,bathroom
18600,d12 Sat 22:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
18660,d12 Sat 23:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
18720,d13 Sun 00:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
18780,d13 Sun 01:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
18840,d13 Sun 02:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
18900,d13 Sun 03:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
18960,d13 Sun 04:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
19020,d13 Sun 05:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
19080,d13 Sun 06:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
19140,d13 Sun 07:00,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,living,living,kitchen,entry,entry,living,bedroom_1,entry
19200,d13 Sun 08:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,entry,entry,living,bedroom_1,kitchen
19260,d13 Sun 09:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
19320,d13 Sun 10:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
19380,d13 Sun 11:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
19440,d13 Sun 12:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
19500,d13 Sun 13:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,entry,entry,living,bedroom_1,entry
19560,d13 Sun 14:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
19620,d13 Sun 15:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
19680,d13 Sun 16:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
19740,d13 Sun 17:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,bedroom_1,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
19800,d13 Sun 18:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_1,entry
19860,d13 Sun 19:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
19920,d13 Sun 20:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
19980,d13 Sun 21:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,living,bedroom_1,entry
20040,d13 Sun 22:00,bedroom_1,kitchen,bathroom,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,bathroom
20100,d13 Sun 23:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20160,d14 Mon 00:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20220,d14 Mon 01:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20280,d14 Mon 02:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20340,d14 Mon 03:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
20400,d14 Mon 04:00,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,living,living,bedroom_1,living,bedroom_1,kitchen,bedroom_1,living,living,kitchen,entry,entry,living,bedroom_1,entry
