t,stamp,laptop_elena,phone_elena,keys_elena,wallet_elena,backpack_elena,charger_elena,notebook_elena,pen_elena,water_bottle_elena,mug_elena,book_elena,glasses_elena,jacket_elena,lunchbox_elena,hairbrush_elena,makeup_kit_elena,yoga_mat_elena,phone_marcus,keys_marcus,wallet_marcus,backpack_marcus,water_bottle_marcus,jacket_marcus,mug_marcus,charger_marcus,headphones_marcus,lunchbox_marcus,umbrella_marcus,medication_bottle_marcus,remote_shared,blanket_shared,plate_shared_1,plate_shared_2,bowl_shared_1,pot_shared_1,pan_shared_1,towel_shared_1,laundry_basket_shared,vacuum_cleaner_shared,watering_can_shared,suitcase_shared
20520,d14 Mon 06:00,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,kitchen,entry,kitchen,entry,living,bedroom_1,living,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20580,d14 Mon 07:00,bedroom_2,kitchen,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20640,d14 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21180,d14 Mon 17:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,entry,entry,kitchen,bedroom_1,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21240,d14 Mon 18:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,entry,entry,kitchen,bedroom_1,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21300,d14 Mon 19:00,kitchen,bedroom_2,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,entry,entry,kitchen,bedroom_1,entry,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21360,d14 Mon 20:00,bedroom_2,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bathroom,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21420,d14 Mon 21:00,bedroom_2,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21480,d14 Mon 22:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21540,d14 Mon 23:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21600,d15 Tue 00:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21660,d15 Tue 01:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21720,d15 Tue 02:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21780,d15 Tue 03:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21840,d15 Tue 04:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21900,d15 Tue 05:00,bedroom_2,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
21960,d15 Tue 06:00,bedroom_2,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22020,d15 Tue 07:00,bedroom_2,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22080,d15 Tue 08:00,bedroom_2,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,entry,entry,living,bedroom_1,kitchen,kitchen,entry,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22560,d15 Tue 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,kitchen,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22620,d15 Tue 17:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22680,d15 Tue 18:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22740,d15 Tue 19:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,entry,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22800,d15 Tue 20:00,living,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,living,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,bathroom,living,kitchen,bathroom,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22860,d15 Tue 21:00,bathroom,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,living,kitchen,bathroom,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22920,d15 Tue 22:00,bathroom,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,bedroom_1,living,kitchen,bathroom,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
22980,d15 Tue 23:00,bathroom,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bathroom,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23040,d16 Wed 00:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bathroom,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23100,d16 Wed 01:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23160,d16 Wed 02:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23220,d16 Wed 03:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23280,d16 Wed 04:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23340,d16 Wed 05:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23400,d16 Wed 06:00,bedroom_1,living,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23460,d16 Wed 07:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23520,d16 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23820,d16 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23880,d16 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
23940,d16 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24000,d16 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24060,d16 Wed 17:00,bedroom_2,bedroom_1,entry,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24120,d16 Wed 18:00,kitchen,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24180,d16 Wed 19:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24240,d16 Wed 20:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bathroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24300,d16 Wed 21:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bathroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24360,d16 Wed 22:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bathroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24420,d16 Wed 23:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bathroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
