t,stamp,mug_elena,mug_leo,mug_maya,bowl_1,bowl_2,plate_1,plate_2,laptop_leo,laptop_maya,phone_elena,phone_leo,phone_maya,keys_elena,keys_leo,keys_maya,wallet_elena,book_maya,notebook_elena,headphones_leo,water_bottle_maya,towel_maya,jacket_leo,backpack_leo,backpack_maya,gaming_controller_leo,blanket_elena,lunchbox_bag_maya
10260,d07 Mon 03:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,bedroom_1,bedroom_3
10320,d07 Mon 04:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,bedroom_1,bedroom_3
10380,d07 Mon 05:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,bedroom_1,bedroom_3
10440,d07 Mon 06:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,bedroom_1,bedroom_3
10500,d07 Mon 07:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,bedroom_1,bedroom_3
10560,d07 Mon 08:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,bedroom_3
10620,d07 Mon 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,outside,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,outside,outside,outside,living,bedroom_1,bedroom_3
10680,d07 Mon 10:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,bedroom_1,bedroom_3
10740,d07 Mon 11:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,living,bedroom_3
10800,d07 Mon 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,living,bedroom_3
10860,d07 Mon 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
10920,d07 Mon 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
10980,d07 Mon 15:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11040,d07 Mon 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
11100,d07 Mon 17:00,outside,kitchen,bedroom_3,outside,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_2,kitchen,outside,kitchen,bedroom_3,outside,kitchen,outside,kitchen,outside,bathroom,bedroom_2,entry,bedroom_3,kitchen,living,bedroom_3
11160,d07 Mon 18:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,outside,bedroom_2,living,outside,kitchen,bedroom_3,outside,kitchen,outside,kitchen,living,bathroom,bedroom_2,entry,bedroom_3,kitchen,living,bedroom_3
11220,d07 Mon 19:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,outside,bedroom_2,living,outside,kitchen,bedroom_3,outside,kitchen,outside,kitchen,living,bathroom,bedroom_2,entry,bedroom_3,kitchen,living,bedroom_3
11280,d07 Mon 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,bedroom_2,bedroom_3,outside,bedroom_3,bedroom_3,outside,kitchen,outside,kitchen,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,kitchen,living,bedroom_3
11340,d07 Mon 21:00,kitchen,kitchen,bedroom_3,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,bedroom_2,bedroom_3,outside,living,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bathroom,bedroom_2,bedroom_1,bedroom_3
11400,d07 Mon 22:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bathroom,bedroom_2,bedroom_1,bedroom_3
11460,d07 Mon 23:00,bathroom,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,bedroom_2,bathroom,outside,kitchen,bedroom_3,outside,bathroom,outside,bedroom_2,bathroom,bathroom,kitchen,entry,bathroom,bedroom_2,bathroom,bathroom
11520,d08 Tue 00:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11580,d08 Tue 01:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11640,d08 Tue 02:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11700,d08 Tue 03:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11760,d08 Tue 04:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11820,d08 Tue 05:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11880,d08 Tue 06:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
11940,d08 Tue 07:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,outside,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
12000,d08 Tue 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,entry,bedroom_2,living,bedroom_3
12060,d08 Tue 09:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
12120,d08 Tue 10:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2
12180,d08 Tue 11:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
12240,d08 Tue 12:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
12300,d08 Tue 13:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
12360,d08 Tue 14:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
12420,d08 Tue 15:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
12480,d08 Tue 16:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,kitchen
12540,d08 Tue 17:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,kitchen
12600,d08 Tue 18:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,kitchen
12660,d08 Tue 19:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
12720,d08 Tue 20:00,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,bedroom_2,bathroom,entry,kitchen,bedroom_3,bedroom_1,bathroom,bathroom,bedroom_2,bathroom,bathroom,bedroom_2,entry,bathroom,bedroom_2,bathroom,bathroom
12780,d08 Tue 21:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
12840,d08 Tue 22:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
12900,d08 Tue 23:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
12960,d09 Wed 00:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13020,d09 Wed 01:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13080,d09 Wed 02:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13140,d09 Wed 03:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13200,d09 Wed 04:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13260,d09 Wed 05:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13320,d09 Wed 06:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13380,d09 Wed 07:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13440,d09 Wed 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13500,d09 Wed 09:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,outside,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13560,d09 Wed 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2
13620,d09 Wed 11:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
13680,d09 Wed 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
13740,d09 Wed 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
13800,d09 Wed 14:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,living,bedroom_3
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,living,bedroom_3
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_3,kitchen,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,living,living,entry
13980,d09 Wed 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,entry
14040,d09 Wed 18:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,outside,bedroom_2,living,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,living,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
14100,d09 Wed 19:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,living,living,outside,bedroom_2,living,outside,kitchen,bedroom_3,outside,living,outside,bedroom_2,living,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
14160,d09 Wed 20:00,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,outside,kitchen,living,outside,kitchen,bedroom_3,outside,living,outside,kitchen,living,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
14220,d09 Wed 21:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14280,d09 Wed 22:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14340,d09 Wed 23:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14400,d10 Thu 00:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14460,d10 Thu 01:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14520,d10 Thu 02:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14580,d10 Thu 03:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14640,d10 Thu 04:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14700,d10 Thu 05:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14760,d10 Thu 06:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14820,d10 Thu 07:00,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,kitchen,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
14940,d10 Thu 09:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,bedroom_3,bedroom_3,bedroom_1,bedroom_3,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_2,living,bedroom_3
15000,d10 Thu 10:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2
15060,d10 Thu 11:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15120,d10 Thu 12:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15180,d10 Thu 13:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15240,d10 Thu 14:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15300,d10 Thu 15:00,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
15360,d10 Thu 16:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
