t,stamp,mug_sarah,mug_david,mug_shared_1,bowl_shared_1,bowl_shared_2,plate_shared_1,plate_shared_2,laptop_sarah,laptop_leo,phone_sarah,phone_david,phone_leo,phone_mia,tablet_david,keys_sarah,keys_david,keys_leo,wallet_sarah,wallet_david,backpack_leo,backpack_mia,headphones_leo,gaming_controller_leo,glasses_sarah,notebook_mia,pen_mia,toy_mia,blanket_mia,water_bottle_shared,jacket_david,vacuum_cleaner_shared,laundry_basket_shared,remote_shared
10320,d07 Mon 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10380,d07 Mon 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10440,d07 Mon 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,living,bedroom_3,bedroom_3,living,bedroom_1,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10500,d07 Mon 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bedroom_3,living,kitchen,entry,bedroom_3,entry,entry,bedroom_3,bedroom_3,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10560,d07 Mon 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,outside,entry,living,entry,entry,outside,entry,entry,outside,entry,outside,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
10620,d07 Mon 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,kitchen,outside,outside,living,outside,entry,outside,outside,entry,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,living,entry,entry,living
10680,d07 Mon 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
10740,d07 Mon 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
10800,d07 Mon 12:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
10860,d07 Mon 13:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
10920,d07 Mon 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
10980,d07 Mon 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
11040,d07 Mon 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,entry,outside,outside,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,outside,entry,entry,living
11100,d07 Mon 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,outside,living,living,living,outside,outside,entry,outside,outside,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,outside,entry,entry,living
11160,d07 Mon 18:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,outside,entry,living,living,living,outside,entry,bedroom_3,outside,entry,bedroom_3,entry,bedroom_3,living,bedroom_1,kitchen,entry,living,living,kitchen,living,entry,entry,living
11220,d07 Mon 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,entry,entry,bedroom_3,entry,entry,kitchen,bedroom_2,bedroom_3,living,bedroom_1,kitchen,entry,living,living,kitchen,living,entry,entry,living
11280,d07 Mon 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,living,bathroom,living,entry,entry,kitchen,entry,entry,living,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11340,d07 Mon 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,living,bedroom_3,living,entry,entry,kitchen,entry,entry,living,bedroom_2,bedroom_3,living,bedroom_3,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,living
11400,d07 Mon 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,bedroom_3,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11460,d07 Mon 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11520,d08 Tue 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11580,d08 Tue 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11640,d08 Tue 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11700,d08 Tue 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11760,d08 Tue 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11820,d08 Tue 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11880,d08 Tue 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bedroom_3,bedroom_3,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,living,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
11940,d08 Tue 07:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,outside,bathroom,bedroom_3,living,entry,entry,kitchen,entry,entry,bathroom,bedroom_2,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
12000,d08 Tue 08:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,entry,living,outside,entry,outside,outside,entry,outside,bedroom_2,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
12060,d08 Tue 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12120,d08 Tue 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12180,d08 Tue 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12240,d08 Tue 12:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12300,d08 Tue 13:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12360,d08 Tue 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12420,d08 Tue 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,living,kitchen,outside,entry,entry,living
12480,d08 Tue 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,kitchen,living,outside,outside,outside,outside,outside,outside,entry,outside,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,entry,entry,living
12540,d08 Tue 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,kitchen,living,outside,outside,bedroom_3,outside,outside,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,living,bedroom_3,outside,entry,entry,living
12600,d08 Tue 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,living,living,entry,outside,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_3,living,kitchen,living,entry,living,living,kitchen,outside,entry,entry,living
12660,d08 Tue 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,living,living,entry,entry,bedroom_3,kitchen,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,entry,living
12720,d08 Tue 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bathroom,living,entry,entry,bedroom_3,kitchen,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,living,kitchen,living,entry,entry,living
12780,d08 Tue 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bathroom,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
12840,d08 Tue 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
12900,d08 Tue 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
12960,d09 Wed 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13020,d09 Wed 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13080,d09 Wed 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13140,d09 Wed 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13200,d09 Wed 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13260,d09 Wed 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13320,d09 Wed 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,entry,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13380,d09 Wed 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_3,living,entry,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,entry,living
13440,d09 Wed 08:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13500,d09 Wed 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13560,d09 Wed 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13620,d09 Wed 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13680,d09 Wed 12:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13740,d09 Wed 13:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13800,d09 Wed 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13860,d09 Wed 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,outside,living,bedroom_2,kitchen,outside,entry,entry,living
13920,d09 Wed 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,bedroom_3,bedroom_2,living,outside,outside,bedroom_3,outside,outside,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,outside,entry,entry,living
13980,d09 Wed 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,kitchen,bedroom_3,bedroom_2,living,outside,outside,bedroom_3,outside,outside,bedroom_3,entry,bedroom_3,living,kitchen,living,kitchen,living,bedroom_2,kitchen,outside,entry,entry,living
14040,d09 Wed 18:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,bedroom_3,entry,living,outside,entry,bedroom_3,outside,entry,bedroom_3,entry,bedroom_3,living,kitchen,kitchen,entry,living,living,kitchen,living,entry,entry,living
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,entry,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,kitchen,living,bedroom_3,kitchen,kitchen,entry,living
14160,d09 Wed 20:00,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_3,kitchen,living,bedroom_3,entry,living,entry,entry,bedroom_3,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,bedroom_3,kitchen,entry,entry,living
14220,d09 Wed 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,bedroom_3,kitchen,entry,bedroom_1,living
14280,d09 Wed 22:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,bedroom_2,living,living,bedroom_3,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14340,d09 Wed 23:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,living,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14400,d10 Thu 00:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14460,d10 Thu 01:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14520,d10 Thu 02:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14580,d10 Thu 03:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14640,d10 Thu 04:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14700,d10 Thu 05:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14760,d10 Thu 06:00,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bedroom_3,kitchen,living,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14820,d10 Thu 07:00,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,bedroom_2,living,entry,entry,bedroom_3,entry,kitchen,bathroom,kitchen,living,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14880,d10 Thu 08:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,living,outside,bedroom_2,living,outside,entry,outside,outside,kitchen,outside,kitchen,outside,living,bedroom_1,kitchen,kitchen,living,bedroom_2,kitchen,living,entry,bedroom_1,living
14940,d10 Thu 09:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15000,d10 Thu 10:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15060,d10 Thu 11:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15120,d10 Thu 12:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15180,d10 Thu 13:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15240,d10 Thu 14:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15300,d10 Thu 15:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,kitchen,outside,living,bedroom_2,kitchen,outside,entry,bedroom_1,living
15360,d10 Thu 16:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,kitchen,living,outside,outside,bedroom_3,outside,outside,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,outside,entry,bedroom_1,living
15420,d10 Thu 17:00,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,bedroom_3,outside,outside,bedroom_3,living,living,outside,kitchen,bedroom_3,outside,outside,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_3,outside,entry,bedroom_1,living
15480,d10 Thu 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,entry,bedroom_3,kitchen,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,kitchen,kitchen,living,living,kitchen,living,entry,bedroom_1,living
15540,d10 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,living,bedroom_3,kitchen,living,entry,entry,kitchen,entry,entry,bedroom_3,bedroom_2,bedroom_3,living,bedroom_1,kitchen,kitchen,living,living,kitchen,living,entry,bedroom_1,living
15600,d10 Thu 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,bathroom,living,entry,outside,living,entry,outside,bedroom_3,bedroom_2,bedroom_3,living,kitchen,kitchen,entry,living,living,bedroom_3,outside,entry,bedroom_1,living
