t,stamp,phone_dana,keys_dana,wallet_dana,lunchbox_dana,mug_dana,notebook_dana,pen_dana,book_dana,glasses_dana,jacket_dana,blanket_1,phone_maya,keys_maya,wallet_maya,laptop_maya,backpack_maya,mug_maya,headphones_maya,notebook_maya,makeup_kit_maya,hairbrush_maya,phone_eli,keys_eli,wallet_eli,backpack_eli,water_bottle_eli,lunchbox_eli,jacket_eli,gaming_controller_eli,headphones_eli,charger_1,remote_1,plate_1,plate_2,plate_3,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1,towel_1,towel_2
15180,d10 Thu 13:00,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15240,d10 Thu 14:00,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15300,d10 Thu 15:00,bedroom_1,entry,entry,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15360,d10 Thu 16:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15420,d10 Thu 17:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15480,d10 Thu 18:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15540,d10 Thu 19:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,living,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15600,d10 Thu 20:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15660,d10 Thu 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15720,d10 Thu 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15780,d10 Thu 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15840,d11 Fri 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15900,d11 Fri 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
15960,d11 Fri 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16020,d11 Fri 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16080,d11 Fri 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16140,d11 Fri 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16200,d11 Fri 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16260,d11 Fri 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,bedroom_3,entry,entry,kitchen,entry,kitchen,entry,living,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16320,d11 Fri 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16380,d11 Fri 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16440,d11 Fri 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16500,d11 Fri 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16560,d11 Fri 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16620,d11 Fri 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16680,d11 Fri 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16740,d11 Fri 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,bedroom_3,entry,bedroom_3,entry,entry,kitchen,kitchen,living,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16800,d11 Fri 16:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,living,kitchen,bedroom_3,entry,kitchen,kitchen,entry,living,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16860,d11 Fri 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,bedroom_3,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16920,d11 Fri 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
16980,d11 Fri 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_1,bathroom
17040,d11 Fri 20:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17100,d11 Fri 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17160,d11 Fri 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17220,d11 Fri 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17280,d12 Sat 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17340,d12 Sat 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17400,d12 Sat 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17460,d12 Sat 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17520,d12 Sat 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17580,d12 Sat 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17640,d12 Sat 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17700,d12 Sat 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17760,d12 Sat 08:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17820,d12 Sat 09:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,bedroom_3,kitchen,kitchen,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3
17880,d12 Sat 10:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
17940,d12 Sat 11:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,entry,living,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18000,d12 Sat 12:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,kitchen,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18060,d12 Sat 13:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,kitchen,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18120,d12 Sat 14:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,bedroom_2,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18180,d12 Sat 15:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18240,d12 Sat 16:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18300,d12 Sat 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18360,d12 Sat 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18420,d12 Sat 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18480,d12 Sat 20:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18540,d12 Sat 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18600,d12 Sat 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18660,d12 Sat 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18720,d13 Sun 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18780,d13 Sun 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18840,d13 Sun 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18900,d13 Sun 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
18960,d13 Sun 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19020,d13 Sun 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
