t,stamp,mug_1,mug_2,laptop_1,phone_1,phone_2,keys_1,keys_2,book_1,book_2,water_bottle_1,water_bottle_2,remote_1,charger_1,charger_2,glasses_1,glasses_2,notebook_1,pen_1,medication_bottle_1,medication_bottle_2,jacket_1,jacket_2,wallet_1,wallet_2
14220,d09 Wed 21:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
14280,d09 Wed 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14340,d09 Wed 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14400,d10 Thu 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14460,d10 Thu 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14520,d10 Thu 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14580,d10 Thu 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14640,d10 Thu 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14700,d10 Thu 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14760,d10 Thu 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
14820,d10 Thu 07:00,kitchen,kitchen,living,living,entry,bedroom_1,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,entry
14880,d10 Thu 08:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
14940,d10 Thu 09:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
15000,d10 Thu 10:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
15060,d10 Thu 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
15120,d10 Thu 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
15180,d10 Thu 13:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
15240,d10 Thu 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
15300,d10 Thu 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
15360,d10 Thu 16:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
15420,d10 Thu 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
15480,d10 Thu 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
15540,d10 Thu 19:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
15600,d10 Thu 20:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
15660,d10 Thu 21:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
15720,d10 Thu 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
15780,d10 Thu 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
15840,d11 Fri 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
15900,d11 Fri 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
15960,d11 Fri 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
16020,d11 Fri 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
16080,d11 Fri 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
16140,d11 Fri 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
16200,d11 Fri 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
16260,d11 Fri 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
16320,d11 Fri 08:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
16380,d11 Fri 09:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
16440,d11 Fri 10:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
16500,d11 Fri 11:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
16560,d11 Fri 12:00,kitchen,kitchen,living,living,entry,entry,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
16620,d11 Fri 13:00,kitchen,kitchen,living,living,entry,entry,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
16680,d11 Fri 14:00,kitchen,kitchen,bedroom_2,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
16740,d11 Fri 15:00,kitchen,kitchen,bedroom_2,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
16800,d11 Fri 16:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,living,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
16860,d11 Fri 17:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
16920,d11 Fri 18:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
16980,d11 Fri 19:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
17040,d11 Fri 20:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
17100,d11 Fri 21:00,kitchen,kitchen,living,living,entry,entry,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
17160,d11 Fri 22:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17220,d11 Fri 23:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17280,d12 Sat 00:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17340,d12 Sat 01:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17400,d12 Sat 02:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17460,d12 Sat 03:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17520,d12 Sat 04:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17580,d12 Sat 05:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17640,d12 Sat 06:00,kitchen,kitchen,living,living,entry,entry,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
17700,d12 Sat 07:00,kitchen,kitchen,living,living,entry,entry,entry,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
17760,d12 Sat 08:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
17820,d12 Sat 09:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
17880,d12 Sat 10:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
17940,d12 Sat 11:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
18000,d12 Sat 12:00,kitchen,kitchen,living,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
18060,d12 Sat 13:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
18120,d12 Sat 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
18180,d12 Sat 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
18240,d12 Sat 16:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
18300,d12 Sat 17:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
18360,d12 Sat 18:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
18420,d12 Sat 19:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
18480,d12 Sat 20:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
18540,d12 Sat 21:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
18600,d12 Sat 22:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
18660,d12 Sat 23:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
18720,d13 Sun 00:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
18780,d13 Sun 01:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
18840,d13 Sun 02:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
18900,d13 Sun 03:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
18960,d13 Sun 04:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
19020,d13 Sun 05:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
19080,d13 Sun 06:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
19140,d13 Sun 07:00,kitchen,kitchen,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
19200,d13 Sun 08:00,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
19260,d13 Sun 09:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
19320,d13 Sun 10:00,kitchen,kitchen,living,living,entry,kitchen,entry,bedroom_1,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry
19380,d13 Sun 11:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
19440,d13 Sun 12:00,kitchen,kitchen,living,living,entry,living,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,entry
19500,d13 Sun 13:00,kitchen,kitchen,living,living,entry,living,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen
19560,d13 Sun 14:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
19620,d13 Sun 15:00,kitchen,kitchen,bedroom_2,living,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,bedroom_2
19680,d13 Sun 16:00,kitchen,kitchen,living,living,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
19740,d13 Sun 17:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
19800,d13 Sun 18:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
19860,d13 Sun 19:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
19920,d13 Sun 20:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
19980,d13 Sun 21:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
20040,d13 Sun 22:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20100,d13 Sun 23:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20160,d14 Mon 00:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20220,d14 Mon 01:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20280,d14 Mon 02:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20340,d14 Mon 03:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20400,d14 Mon 04:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20460,d14 Mon 05:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20520,d14 Mon 06:00,kitchen,kitchen,living,living,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_1,bedroom_2
20580,d14 Mon 07:00,kitchen,kitchen,living,living,bedroom_2,entry,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
20640,d14 Mon 08:00,kitchen,kitchen,living,living,bedroom_2,entry,entry,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry
20700,d14 Mon 09:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
20760,d14 Mon 10:00,kitchen,kitchen,living,living,bedroom_2,kitchen,kitchen,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
20820,d14 Mon 11:00,kitchen,kitchen,living,living,entry,kitchen,entry,living,kitchen,living,entry,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry
20880,d14 Mon 12:00,kitchen,kitchen,living,living,entry,kitchen,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry
20940,d14 Mon 13:00,kitchen,kitchen,living,living,entry,kitchen,entry,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry
21000,d14 Mon 14:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
21060,d14 Mon 15:00,kitchen,kitchen,bedroom_2,living,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,living,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom_2
21120,d14 Mon 16:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
21180,d14 Mon 17:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
21240,d14 Mon 18:00,kitchen,kitchen,living,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen
