t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,lunchbox_mara,water_bottle_mara,mug_mara,notebook_mara,pen_mara,book_mara,glasses_mara,charger_mara,jacket_mara,yoga_mat_mara,phone_darren,keys_darren,wallet_darren,backpack_darren,lunchbox_darren,water_bottle_darren,jacket_darren,headphones_darren,book_darren,glasses_darren,charger_darren,gaming_controller_darren,mug_shared_1,bowl_shared_1,plate_shared_1,remote_shared_1,blanket_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,towel_shared_1
20580,d14 Mon 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
20640,d14 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21180,d14 Mon 17:00,living,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,bedroom_2,living,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21240,d14 Mon 18:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,entry,entry,entry,living,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21300,d14 Mon 19:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,entry,entry,entry,living,kitchen,bedroom_2,living,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21360,d14 Mon 20:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,entry,entry,entry,living,kitchen,bedroom_2,living,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21420,d14 Mon 21:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,kitchen,entry,entry,entry,living,kitchen,bedroom_2,living,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21480,d14 Mon 22:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21540,d14 Mon 23:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21600,d15 Tue 00:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21660,d15 Tue 01:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21720,d15 Tue 02:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21780,d15 Tue 03:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21840,d15 Tue 04:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21900,d15 Tue 05:00,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
21960,d15 Tue 06:00,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22020,d15 Tue 07:00,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22080,d15 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22560,d15 Tue 16:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22620,d15 Tue 17:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22680,d15 Tue 18:00,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22740,d15 Tue 19:00,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22800,d15 Tue 20:00,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22860,d15 Tue 21:00,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,living,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22920,d15 Tue 22:00,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
22980,d15 Tue 23:00,kitchen,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23040,d16 Wed 00:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23100,d16 Wed 01:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23160,d16 Wed 02:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23220,d16 Wed 03:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23280,d16 Wed 04:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23340,d16 Wed 05:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23400,d16 Wed 06:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23460,d16 Wed 07:00,kitchen,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23520,d16 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
23820,d16 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
23880,d16 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
23940,d16 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24000,d16 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24060,d16 Wed 17:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24120,d16 Wed 18:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24180,d16 Wed 19:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24240,d16 Wed 20:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24300,d16 Wed 21:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,living,entry,kitchen,entry,kitchen,kitchen,bedroom_2,entry,living,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24360,d16 Wed 22:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24420,d16 Wed 23:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24480,d17 Thu 00:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24540,d17 Thu 01:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24600,d17 Thu 02:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24660,d17 Thu 03:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24720,d17 Thu 04:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24780,d17 Thu 05:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24840,d17 Thu 06:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
24900,d17 Thu 07:00,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,entry,kitchen,bedroom_2,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
24960,d17 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25020,d17 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25080,d17 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,entry,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25140,d17 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25200,d17 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25260,d17 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25320,d17 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25380,d17 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25440,d17 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25500,d17 Thu 17:00,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25560,d17 Thu 18:00,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
