t,stamp,phone_elias,keys_elias,wallet_elias,laptop_elias,charger_elias,backpack_elias,mug_elias,water_bottle_elias,notebook_elias,pen_elias,headphones_elias,jacket_elias,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,mug_priya,jacket_priya,yoga_mat_priya,hairbrush_priya,makeup_kit_priya,blanket_noa,water_bottle_noa,backpack_noa,toy_noa,book_noa,towel_noa,medication_bottle_noa,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,tablet_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,suitcase_shared_1
20220,d14 Mon 01:00,entry,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20280,d14 Mon 02:00,entry,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20340,d14 Mon 03:00,entry,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20400,d14 Mon 04:00,entry,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20460,d14 Mon 05:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20520,d14 Mon 06:00,kitchen,bedroom_1,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bathroom,bathroom,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20580,d14 Mon 07:00,entry,kitchen,entry,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,living,kitchen,bedroom_1,kitchen,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20640,d14 Mon 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
21120,d14 Mon 16:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
21180,d14 Mon 17:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
21240,d14 Mon 18:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
21300,d14 Mon 19:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
21360,d14 Mon 20:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21420,d14 Mon 21:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21480,d14 Mon 22:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21540,d14 Mon 23:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21600,d15 Tue 00:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21660,d15 Tue 01:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21720,d15 Tue 02:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21780,d15 Tue 03:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21840,d15 Tue 04:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21900,d15 Tue 05:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
21960,d15 Tue 06:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,entry,bathroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22020,d15 Tue 07:00,entry,entry,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,entry,entry,bedroom_2,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22080,d15 Tue 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,entry,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,entry,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
22560,d15 Tue 16:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,entry,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
22620,d15 Tue 17:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
22680,d15 Tue 18:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
22740,d15 Tue 19:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,bedroom_1,living,bedroom_2,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
22800,d15 Tue 20:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
22860,d15 Tue 21:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
22920,d15 Tue 22:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
22980,d15 Tue 23:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23040,d16 Wed 00:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23100,d16 Wed 01:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23160,d16 Wed 02:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23220,d16 Wed 03:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23280,d16 Wed 04:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23340,d16 Wed 05:00,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23400,d16 Wed 06:00,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,living,kitchen,bedroom_1,living,living,bedroom_1,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23460,d16 Wed 07:00,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23520,d16 Wed 08:00,kitchen,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,entry,entry,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,kitchen,bedroom_1
23820,d16 Wed 13:00,kitchen,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
23880,d16 Wed 14:00,kitchen,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,outside,outside,outside,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
23940,d16 Wed 15:00,kitchen,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24000,d16 Wed 16:00,kitchen,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24060,d16 Wed 17:00,entry,living,living,living,living,living,kitchen,living,kitchen,kitchen,living,living,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,living,living,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
24120,d16 Wed 18:00,entry,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bathroom,bathroom,living,living,bedroom_1,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
24180,d16 Wed 19:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
24240,d16 Wed 20:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bathroom,bathroom,bedroom_2,living,bedroom_1,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
24300,d16 Wed 21:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24360,d16 Wed 22:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24420,d16 Wed 23:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
