t,stamp,mug_1,laptop_1,phone_1,keys_1,book_1,water_bottle_1,remote_1,charger_1,backpack_1,jacket_1,headphones_1,glasses_1,notebook_1,pen_1,blanket_1,towel_1,wallet_1
19560,d13 Sun 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19620,d13 Sun 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19680,d13 Sun 16:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19740,d13 Sun 17:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19800,d13 Sun 18:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19860,d13 Sun 19:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19920,d13 Sun 20:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
19980,d13 Sun 21:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20040,d13 Sun 22:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20100,d13 Sun 23:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20160,d14 Mon 00:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20220,d14 Mon 01:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20280,d14 Mon 02:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20340,d14 Mon 03:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20400,d14 Mon 04:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20460,d14 Mon 05:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20520,d14 Mon 06:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20580,d14 Mon 07:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20640,d14 Mon 08:00,kitchen,bedroom,kitchen,entry,living,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20700,d14 Mon 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
20760,d14 Mon 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
20820,d14 Mon 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20880,d14 Mon 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
20940,d14 Mon 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
21000,d14 Mon 14:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
21060,d14 Mon 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
21120,d14 Mon 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
21180,d14 Mon 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21240,d14 Mon 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21300,d14 Mon 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21360,d14 Mon 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21420,d14 Mon 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21480,d14 Mon 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21540,d14 Mon 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21600,d15 Tue 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21660,d15 Tue 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21720,d15 Tue 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21780,d15 Tue 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21840,d15 Tue 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21900,d15 Tue 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
21960,d15 Tue 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
22020,d15 Tue 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
22080,d15 Tue 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,living,bedroom,bedroom,bedroom,living,bathroom,entry
22140,d15 Tue 09:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
22200,d15 Tue 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
22260,d15 Tue 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
22320,d15 Tue 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
22380,d15 Tue 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
22440,d15 Tue 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
22500,d15 Tue 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
22560,d15 Tue 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
22620,d15 Tue 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
22680,d15 Tue 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
22740,d15 Tue 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
22800,d15 Tue 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
22860,d15 Tue 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
22920,d15 Tue 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
22980,d15 Tue 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23040,d16 Wed 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23100,d16 Wed 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23160,d16 Wed 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23220,d16 Wed 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23280,d16 Wed 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23340,d16 Wed 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23400,d16 Wed 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23460,d16 Wed 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23520,d16 Wed 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23580,d16 Wed 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23640,d16 Wed 10:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23700,d16 Wed 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23760,d16 Wed 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23820,d16 Wed 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23880,d16 Wed 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
23940,d16 Wed 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24000,d16 Wed 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24060,d16 Wed 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24120,d16 Wed 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24180,d16 Wed 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24240,d16 Wed 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24300,d16 Wed 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24360,d16 Wed 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24420,d16 Wed 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24480,d17 Thu 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24540,d17 Thu 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24600,d17 Thu 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24660,d17 Thu 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24720,d17 Thu 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24780,d17 Thu 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24840,d17 Thu 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24900,d17 Thu 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
24960,d17 Thu 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25020,d17 Thu 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25080,d17 Thu 10:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25140,d17 Thu 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25200,d17 Thu 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25260,d17 Thu 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25320,d17 Thu 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25380,d17 Thu 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25440,d17 Thu 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25500,d17 Thu 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25560,d17 Thu 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25620,d17 Thu 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25680,d17 Thu 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25740,d17 Thu 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25800,d17 Thu 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25860,d17 Thu 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25920,d18 Fri 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
25980,d18 Fri 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26040,d18 Fri 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26100,d18 Fri 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26160,d18 Fri 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26220,d18 Fri 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26280,d18 Fri 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26340,d18 Fri 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26400,d18 Fri 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26460,d18 Fri 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26520,d18 Fri 10:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26580,d18 Fri 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26640,d18 Fri 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26700,d18 Fri 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26760,d18 Fri 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26820,d18 Fri 15:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26880,d18 Fri 16:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
26940,d18 Fri 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27000,d18 Fri 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27060,d18 Fri 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27120,d18 Fri 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27180,d18 Fri 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27240,d18 Fri 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27300,d18 Fri 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27360,d19 Sat 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27420,d19 Sat 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27480,d19 Sat 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27540,d19 Sat 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27600,d19 Sat 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27660,d19 Sat 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27720,d19 Sat 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27780,d19 Sat 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27840,d19 Sat 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27900,d19 Sat 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
27960,d19 Sat 10:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
28020,d19 Sat 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,living,bedroom,bedroom,bedroom,living,bathroom,kitchen
28080,d19 Sat 12:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
28140,d19 Sat 13:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,living,bedroom,bedroom,bedroom,bedroom,living,bathroom,entry
28200,d19 Sat 14:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,entry,bedroom,bedroom,bedroom,bedroom,living,bathroom,kitchen
28260,d19 Sat 15:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
28320,d19 Sat 16:00,kitchen,bedroom,kitchen,outside,bedroom,outside,living,bedroom,outside,outside,outside,bedroom,bedroom,bedroom,living,bathroom,outside
28380,d19 Sat 17:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28440,d19 Sat 18:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28500,d19 Sat 19:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28560,d19 Sat 20:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28620,d19 Sat 21:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28680,d19 Sat 22:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28740,d19 Sat 23:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28800,d20 Sun 00:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28860,d20 Sun 01:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28920,d20 Sun 02:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
28980,d20 Sun 03:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29040,d20 Sun 04:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29100,d20 Sun 05:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29160,d20 Sun 06:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29220,d20 Sun 07:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29280,d20 Sun 08:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29340,d20 Sun 09:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29400,d20 Sun 10:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
29460,d20 Sun 11:00,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,bedroom,entry,kitchen,living,bedroom,bedroom,bedroom,living,bathroom,entry
